,user_score,meta_score,title,console,release_date
498,8.8,60,Star Wars: The New Droid Army,GBA,2002
499,8.8,81,"Codename: Panzers, Phase One",PC,2004
500,8.8,68,Metal Fatigue,PC,2000
501,8.8,92,Metroid Prime 2: Echoes,GC,2004
502,8.8,78,Star Wars Republic Commando,XBOX,2005
503,8.8,60,King's Field: The Ancient City,PS2,2002
504,8.8,88,Baldur's Gate II: Throne of Bhaal,PC,2001
505,8.8,89,Cave Story,WII,2010
506,8.8,90,Unreal Tournament,DC,2001
507,8.8,82,NBA Live 2003,XBOX,2002
508,8.8,85,The Sly Collection,PS3,2010
509,8.8,76,Tokyo Xtreme Racer Zero,PS2,2001
510,8.8,83,Rhythm Heaven Fever,WII,2012
511,8.8,76,Mega Man X5,PS,2001
512,8.8,89,Tiger Woods PGA Tour 2004,PS2,2003
513,8.8,77,Ape Escape 3,PS2,2006
514,8.8,77,Legacy of Kain: Soul Reaver 2,PC,2001
515,8.8,78,Tony Hawk's Pro Skater 2x,XBOX,2001
516,8.8,78,Desperados: Wanted Dead or Alive,PC,2001
517,8.8,90,Jak and Daxter: The Precursor Legacy,PS2,2001
518,8.8,90,Assassin's Creed II,X360,2009
519,8.8,89,The Beatles: Rock Band,WII,2009
520,8.8,83,Kid Icarus: Uprising,3DS,2012
521,8.8,77,Yggdra Union,GBA,2006
522,8.8,81,Kirby: Nightmare in Dream Land,GBA,2002
523,8.8,88,Tiger Woods PGA Tour 10,WII,2009
524,8.8,88,The Secret of Monkey Island: Special Edition,X360,2009
525,8.8,64,Rise & Fall: Civilizations at War,PC,2006
526,8.8,78,Dynasty Warriors 3,PS2,2001
527,8.8,71,Stacking: The Lost Hobo King,X360,2011
528,8.8,60,Speed Kings,XBOX,2003
529,8.8,72,Primordia,PC,2012
530,8.8,86,The Legend of Heroes: Trails of Cold Steel,PS3,2015
531,8.8,72,The Splatters,X360,2012
532,8.8,80,Mat Hoffman's Pro BMX,PS,2001
533,8.8,60,Risk: Global Domination,PS2,2003
534,8.8,94,Mass Effect 2,PC,2010
535,8.8,92,God of War III,PS3,2010
536,8.8,59,Resident Evil 2,GC,2003
537,8.8,66,Tokobot Plus: Mysteries of the Karakuri,PS2,2006
538,8.8,82,Crusader Kings II,PC,2012
539,8.8,89,"WarioWare, Inc.: Mega Microgame$!",GBA,2003
540,8.8,83,Steins Gate,VITA,2015
541,8.8,84,Zero Escape: Virtue's Last Reward,VITA,2012
542,8.8,63,Silent Scope,DC,2000
543,8.8,89,Metal Gear Solid: Peace Walker,PSP,2010
544,8.8,69,Silent Line: Armored Core,PS2,2003
545,8.8,91,Castlevania: Aria of Sorrow,GBA,2003
546,8.8,91,Batman: Arkham Asylum,PS3,2009
547,8.8,92,SoulCalibur II,PS2,2003
548,8.8,96,Metal Gear Solid 2: Sons of Liberty,PS2,2001
549,8.8,44,Combat: Task Force 121,XBOX,2005
550,8.8,92,SSX 3,GC,2003
551,8.8,93,SoulCalibur II,GC,2003
552,8.8,90,ICO,PS2,2001
553,8.8,90,Dance Dance Revolution,PS,2001
554,8.8,53,Cy Girls,PS2,2004
555,8.8,91,Tony Hawk's Pro Skater 3,GC,2001
556,8.8,82,V-Rally 3,GBA,2002
557,8.8,83,Steins Gate,PS3,2015
558,8.8,81,Ys VIII: Lacrimosa of DANA,Switch,2018
559,8.8,92,SSX 3,XBOX,2003
560,8.7,81,NFL Street,XBOX,2004
561,8.7,79,Euro Truck Simulator 2,PC,2013
562,8.7,80,Kirby: Triple Deluxe,3DS,2014
563,8.7,62,Hoshigami: Ruining Blue Earth,PS,2001
564,8.7,84,Maximo: Ghosts to Glory,PS2,2002
565,8.7,81,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006
566,8.7,83,Yakuza 5,PS3,2015
567,8.7,68,Pure Pinball,XBOX,2004
568,8.7,79,NHL Hitz 20-02,XBOX,2001
569,8.7,83,Octopath Traveler,Switch,2018
570,8.7,81,Xenoblade Chronicles 2: Torna ~ The Golden Country,Switch,2018
571,8.7,80,Life is Strange: Episode 3 - Chaos Theory,XONE,2015
572,8.7,82,NyxQuest: Kindred Spirits,WII,2009
573,8.7,79,Midnight Club: LA Remix,PSP,2008
574,8.7,81,FIFA Soccer 2005,XBOX,2004
575,8.7,68,Tak and the Power of Juju,PS2,2003
576,8.7,61,X-Men: Next Dimension,PS2,2002
577,8.7,73,Mobile Suit Gundam: Federation vs. Zeon,PS2,2002
578,8.7,63,Raw Danger!,PS2,2007
579,8.7,77,Tenchu 2: Birth of the Stealth Assassins,PS,2000
580,8.7,82,Recettear: An Item Shop's Tale,PC,2010
581,8.7,81,The Cat Lady,PC,2012
582,8.7,81,Arcanum: Of Steamworks and Magick Obscura,PC,2001
583,8.7,80,Project Justice,DC,2001
584,8.7,80,WWE SmackDown! vs. Raw,PS2,2004
585,8.7,81,Tiger Woods PGA Tour 09 All-Play,WII,2008
586,8.7,81,Gothic,PC,2001
587,8.7,70,Dynasty Warriors 3,XBOX,2002
588,8.7,82,Ys: Memories of Celceta,VITA,2013
589,8.7,82,BioShock 2: Minerva's Den,X360,2010
590,8.7,76,Multiwinia: Survival of the Flattest,PC,2008
591,8.7,80,WWE SmackDown vs. Raw 2007,PS2,2006
592,8.7,88,TimeSplitters 2,GC,2002
593,8.7,79,Kohan: Ahriman's Gift,PC,2001
594,8.7,82,Trauma Team,WII,2010
595,8.7,77,Kingdom Hearts HD 1.5 ReMIX,PS3,2013
596,8.7,78,Detroit: Become Human,PS4,2018
597,8.7,82,Hot Shots Golf: Open Tee 2,PSP,2008
598,8.7,84,ChuChu Rocket!,GBA,2001
599,8.7,80,FIFA 07 Soccer,PSP,2006
600,8.7,52,Samurai Warriors 2,X360,2006
601,8.7,78,Midtown Madness 2,PC,2000
602,8.7,78,Dirt Track Racing: Sprint Cars,PC,2000
603,8.7,85,Aggressive Inline,PS2,2002
604,8.7,71,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003
605,8.7,69,Sonic & Knuckles,X360,2009
606,8.7,65,Counter-Strike: Condition Zero,PC,2004
607,8.7,69,Ghosthunter,PS2,2004
608,8.7,80,S.T.A.L.K.E.R.: Call of Pripyat,PC,2010
609,8.7,84,SimCity 4,PC,2003
610,8.7,67,NBA Jam 2004,PS2,2003
611,8.7,64,Speedball 2: Brutal Deluxe,X360,2007
612,8.7,82,Joint Operations: Typhoon Rising,PC,2004
613,8.7,91,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,2002
614,8.7,81,Final Fantasy XII: Revenant Wings,DS,2007
615,8.7,83,Beyond Good & Evil,PC,2003
616,8.7,66,Gretzky NHL 2005,PS2,2004
617,8.7,83,Xenoblade Chronicles 2,Switch,2017
618,8.7,81,NBA 2K6,X360,2005
619,8.7,71,Mobile Suit Gundam: Zeonic Front,PS2,2002
620,8.7,48,Battle Assault 3 featuring Gundam Seed,PS2,2004
621,8.7,58,Classic NES Series: Metroid,GBA,2004
622,8.7,78,Mega Man Zero Collection,DS,2010
623,8.7,79,MLB Power Pros 2008,WII,2008
624,8.7,83,Karaoke Revolution,PS2,2003
625,8.7,79,Dissidia: Final Fantasy,PSP,2009
626,8.7,81,Victoria II: Heart of Darkness,PC,2013
627,8.7,64,Project Sylpheed: Arc of Deception,X360,2007
628,8.7,64,Onimusha Tactics,GBA,2003
629,8.7,79,R-Type Final,PS2,2004
630,8.7,83,Dead or Alive Ultimate,XBOX,2004
631,8.7,69,Dynasty Warriors 5,PS2,2005
632,8.7,78,The Sims 2: Open for Business,PC,2006
633,8.7,80,Snoopy Flying Ace,X360,2010
634,8.7,82,Hitman: Blood Money,X360,2006
635,8.7,79,King's Bounty: The Legend,PC,2008
636,8.7,78,Shaun White Snowboarding: Road Trip,WII,2008
637,8.7,79,Firewall Zero Hour,PS4,2018
638,8.7,80,Dishonored: The Brigmore Witches,PC,2013
639,8.7,71,The King of Fighters 2000/2001,PS2,2003
640,8.7,72,Jurassic Park: Operation Genesis,PC,2003
641,8.7,78,Dissidia 012: Duodecim Final Fantasy,PSP,2011
642,8.7,58,Marvel Nemesis: Rise of the Imperfects,PSP,2005
643,8.7,71,Test Drive,XBOX,2002
644,8.7,81,Splatoon,WIIU,2015
645,8.7,85,Need for Speed Underground,PS2,2003
646,8.7,65,NFL GameDay 2004,PS2,2003
647,8.7,79,ESPN Major League Baseball,PS2,2004
648,8.7,81,EA Sports Active,WII,2009
649,8.7,72,Romance of the Three Kingdoms VII,PS2,2002
650,8.7,81,Pokemon FireRed Version,GBA,2004
651,8.7,84,Skies of Arcadia Legends,GC,2003
652,8.7,63,Tokyo Xtreme Racer 3,PS2,2003
653,8.7,84,Age of Mythology: The Titans,PC,2003
654,8.7,64,Warrior Kings: Battles,PC,2003
655,8.7,81,Mega Man Zero 2,GBA,2003
656,8.7,78,The House of the Dead: Overkill,WII,2009
657,8.7,80,Need for Speed Most Wanted,GC,2005
658,8.7,82,Star Wars: Battlefront,PS2,2004
659,8.7,81,Mortal Kombat Komplete Edition,PC,2013
660,8.7,78,LISA,PC,2014
661,8.7,81,Hot Shots Golf: Open Tee,PSP,2005
662,8.7,80,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2008
663,8.7,92,Prince of Persia: The Sands of Time,PS2,2003
664,8.7,76,Sniper Elite,PS2,2005
665,8.7,74,Life is Strange: Episode 4 - Dark Room,XONE,2015
666,8.7,90,Tony Hawk's Underground,PS2,2003
667,8.7,90,Project Gotham Racing 2,XBOX,2003
668,8.7,47,Predator: Concrete Jungle,PS2,2005
669,8.7,72,Shaun White Snowboarding: World Stage,WII,2009
670,8.7,91,ESPN NFL Football,XBOX,2003
671,8.7,76,Pathologic Classic HD,PC,2015
672,8.7,76,FlatOut 2,PC,2006
673,8.7,83,Life is Strange,PC,2015
674,8.7,73,Oni,PC,2001
675,8.7,76,MVP 06 NCAA Baseball,PS2,2006
676,8.7,87,Pokemon SoulSilver Version,DS,2010
677,8.7,87,Donkey Kong Country Returns,WII,2010
678,8.7,75,Mega Man X Collection,GC,2006
679,8.7,78,Mary Skelter: Nightmares,VITA,2017
680,8.7,81,Toy Soldiers: Cold War,X360,2011
681,8.7,85,Tatsunoko vs. Capcom: Ultimate All-Stars,WII,2010
682,8.7,85,BlazBlue: Continuum Shift,X360,2010
683,8.7,76,Harvest Moon: Save the Homeland,PS2,2001
684,8.7,85,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010
685,8.7,92,Batman: Arkham Asylum,X360,2009
686,8.7,77,Smuggler's Run 2: Hostile Territory,PS2,2001
687,8.7,84,No More Heroes 2: Desperate Struggle,WII,2010
688,8.7,94,NCAA Football 2004,PS2,2003
689,8.7,75,Me & My Katamari,PSP,2006
690,8.7,91,Batman: Arkham Asylum,PC,2009
691,8.7,91,God of War Collection,PS3,2009
692,8.7,91,Dragon Age: Origins,PC,2009
693,8.7,90,Mario & Luigi: Bowser's Inside Story,DS,2009
694,8.7,65,LEGO Battles,DS,2009
695,8.7,86,DiRT Rally,PC,2015
696,8.7,81,Mortal Kombat: Deadly Alliance,GC,2002
697,8.7,73,Primal,PS2,2003
698,8.7,82,The Walking Dead: Season Two Episode 3 - In Harm's Way,X360,2014
699,8.7,89,The Walking Dead: A Telltale Games Series,PC,2012
700,8.7,75,Patrician III: Rise of the Hanse,PC,2003
701,8.7,62,Resident Evil Code: Veronica X,GC,2003
702,8.7,91,Guitar Hero,PS2,2005
703,8.7,92,Tom Clancy's Splinter Cell: Chaos Theory,PC,2005
704,8.7,74,Vietcong 2003,PC,2003
705,8.7,93,Grand Theft Auto: San Andreas,XBOX,2005
706,8.7,94,Ninja Gaiden Black,XBOX,2005
707,8.7,87,World Series Baseball 2K3,PS2,2003
708,8.7,73,Indiana Jones and the Emperor's Tomb,XBOX,2003
709,8.7,73,Pride FC: Fighting Championships,PS2,2003
710,8.7,82,Pokemon Alpha Sapphire,3DS,2014
711,8.7,87,SOCOM II: U.S. Navy SEALs,PS2,2003
712,8.7,88,The Elder Scrolls III: Morrowind Game of the Year Edition,XBOX,2003
713,8.7,62,Pro Fishing Challenge,XBOX,2004
714,8.7,88,NCAA Football 2004,XBOX,2003
715,8.7,61,Speed Kings,PS2,2003
716,8.7,72,Hamtaro: Ham Ham Heartbreak,GBA,2003
717,8.7,85,Dragon Quest VIII: Journey of the Cursed King,3DS,2017
718,8.7,88,Ori and the Blind Forest,PC,2015
719,8.7,76,The Evil Within 2,PS4,2017
720,8.7,88,The Walking Dead: Episode 5 - No Time Left,PS3,2012
721,8.7,76,Resident Evil Archives: Resident Evil,WII,2009
722,8.7,84,Steins Gate 0,VITA,2016
723,8.7,86,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,2015
724,8.7,89,Burnout 2: Point of Impact,GC,2003
725,8.7,76,Harvest Moon: Animal Parade,WII,2009
726,8.7,89,NBA Street Vol. 2,XBOX,2003
727,8.7,77,Klonoa,WII,2009
728,8.7,74,Naruto: Clash of Ninja 2,GC,2006
729,8.7,88,The Beatles: Rock Band,PS3,2009
730,8.7,64,Shaun Palmer's Pro Snowboarder,PS2,2001
731,8.7,64,Street Racing Syndicate,GC,2004
732,8.7,72,chick chick BOOM,WII,2010
733,8.7,84,Shogun: Total War,PC,2000
734,8.7,85,FIFA 07 Soccer,XBOX,2006
735,8.7,71,Europa Universalis III: Divine Wind,PC,2010
736,8.7,75,Battlezone 98 Redux,PC,2016
737,8.7,83,LocoRoco,PSP,2006
738,8.7,76,WWE WrestleMania XIX,GC,2003
739,8.7,83,Madden NFL 07,XBOX,2006
740,8.7,86,Test Drive V-Rally,DC,2000
741,8.7,69,Serious Sam HD: The First Encounter,X360,2010
742,8.7,90,WWF SmackDown! 2: Know Your Role,PS,2000
743,8.7,91,Mass Effect,X360,2007
744,8.7,89,Castlevania: Symphony of the Night,X360,2007
745,8.7,77,Chronos,PC,2016
746,8.7,78,The Simpsons: Hit & Run,PS2,2003
747,8.7,90,GTR 2,PC,2006
748,8.7,70,Garfield's Nightmare,DS,2007
749,8.7,69,Greg Hastings' Tournament Paintball Max'd,XBOX,2005
750,8.7,70,Heroes of Might and Magic V: Tribes of the East,PC,2007
751,8.7,85,MLB 08: The Show,PS3,2008
752,8.7,79,Mega Man & Bass,GBA,2003
753,8.7,77,Mortal Kombat: Shaolin Monks,PS2,2005
754,8.7,86,Valkyria Chronicles,PS3,2008
755,8.7,66,Final Fantasy Crystal Chronicles: The Crystal Bearers,WII,2009
756,8.7,80,The King of Fighters EX2: Howling Blood,GBA,2003
757,8.7,77,Tony Hawk's American Wasteland,PS2,2005
758,8.7,94,World of Goo,WII,2008
759,8.7,77,Mega Man Zero 4,GBA,2005
760,8.7,94,BioShock,PS3,2008
761,8.7,80,Def Jam Vendetta,PS2,2003
762,8.7,87,NCAA Football 07,PS2,2006
763,8.7,90,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,PC,2004
764,8.7,88,Shadow Complex,X360,2009
765,8.7,91,IL-2 Sturmovik,PC,2001
766,8.7,82,Europa 1400: The Guild,PC,2002
767,8.7,84,Jak 3,PS2,2004
768,8.7,82,ATV Offroad Fury 2,PS2,2002
769,8.7,82,Gitaroo Man,PS2,2002
770,8.7,74,Insurgency,PC,2013
771,8.7,85,Machinarium,PC,2009
772,8.7,85,Guitar Hero: Metallica,WII,2009
773,8.7,76,Mario Superstar Baseball,GC,2005
774,8.7,85,Tetris,PSP,2009
775,8.7,83,Genma Onimusha,XBOX,2002
776,8.7,84,Mario Golf: Advance Tour,GBA,2004
777,8.7,83,Resident Evil 0,GC,2002
778,8.7,85,Fight Night 2004,PS2,2004
779,8.7,63,Matt Hazard: Blood Bath and Beyond,X360,2010
780,8.7,85,ESPN NBA 2K5,XBOX,2004
781,8.7,94,The Elder Scrolls IV: Oblivion,X360,2006
782,8.7,84,NASCAR Thunder 2003,PS2,2002
783,8.7,84,NASCAR: Dirt to Daytona,PS2,2002
784,8.7,84,Disciples II: Dark Prophecy,PC,2002
785,8.7,89,Pikmin,GC,2001
786,8.7,84,Bit.Trip Complete,WII,2011
787,8.7,88,Return to Castle Wolfenstein,PC,2001
788,8.7,86,"Warhammer 40,000: Dawn of War",PC,2004
789,8.7,88,SSX Tricky,XBOX,2001
790,8.7,86,Startopia,PC,2001
791,8.7,60,Gauntlet: Dark Legacy,GC,2002
792,8.7,71,Sea Dogs,PC,2000
793,8.7,85,Aliens Versus Predator 2,PC,2001
794,8.7,85,Metal Slug X,PS,2001
795,8.7,69,Biology Battle,X360,2008
796,8.7,90,The Witcher 3: Wild Hunt - Hearts of Stone,PS4,2015
797,8.7,89,Dead Space,X360,2008
798,8.7,72,Dark Messiah of Might and Magic,PC,2006
799,8.7,74,Fat Princess: Fistful of Cake,PSP,2010
800,8.7,87,Divinity: Original Sin,PC,2014
801,8.7,89,NBA Street V3,XBOX,2005
802,8.7,79,Mortal Kombat: Deadly Alliance,PS2,2002
803,8.7,51,Blade,PS,2000
804,8.7,88,Ori and the Blind Forest: Definitive Edition,PC,2016
805,8.7,71,Dynasty Warriors 4: Empires,PS2,2004
806,8.7,71,Starshatter,PC,2004
807,8.7,77,Sonic the Hedgehog Live Arcade,X360,2007
808,8.7,71,Command & Conquer: The First Decade,PC,2006
809,8.7,85,Ni no Kuni: Wrath of the White Witch,PS3,2013
810,8.7,71,Cars,PS2,2006
811,8.7,77,Need for Speed Underground 2,XBOX,2004
812,8.7,78,Fire Emblem: Radiant Dawn,WII,2007
813,8.7,77,Geoff Crammond's Grand Prix 4,PC,2002
814,8.7,86,Brothers: A Tale of Two Sons,X360,2013
815,8.7,87,Pikmin 3,WIIU,2013
816,8.7,58,Kao the Kangaroo Round 2,PS2,2006
817,8.7,72,Test Drive: Eve of Destruction,XBOX,2004
818,8.7,77,Operation Flashpoint: Resistance,PC,2002
819,8.7,70,Harry Potter and the Prisoner of Azkaban,PS2,2004
820,8.7,70,Gallop Racer 2004,PS2,2004
821,8.7,87,The Swapper,PC,2013
822,8.7,80,World Rally Championship,PS2,2002
823,8.7,77,Disney's Kim Possible 2: Drakken's Demise,GBA,2004
824,8.7,88,MVP Baseball 2005,GC,2005
825,8.7,94,Batman: Arkham City,X360,2011
826,8.7,76,Geometry Wars: Retro Evolved,PC,2007
827,8.7,95,Portal 2,X360,2011
828,8.7,78,Street Fighter Anniversary Collection,PS2,2004
829,8.7,77,Battlefield 2142: Northern Strike,PC,2007
830,8.7,96,Batman: Arkham City,PS3,2011
831,8.7,59,Way of the Samurai 2,PS2,2004
832,8.7,89,Okami HD,Switch,2018
833,8.7,90,Bayonetta + Bayonetta 2,Switch,2018
834,8.7,75,Front Mission 4,PS2,2004
835,8.7,88,Tekken 5,PS2,2005
836,8.7,73,Luigi's Mansion,3DS,2018
837,8.7,85,Shantae and the Pirate's Curse,WIIU,2014
838,8.7,90,Metal Gear Solid HD Collection,X360,2011
839,8.7,74,Classic NES Series: Castlevania,GBA,2004
840,8.7,85,Final Fantasy X / X-2 HD Remaster,PS3,2014
841,8.7,89,Dark Souls,X360,2011
842,8.7,78,Tales From The Borderlands: Episode 2 - Atlas Mugged,PC,2015
843,8.7,91,Batman: Arkham City,PC,2011
844,8.7,84,Professor Layton and the Diabolical Box,DS,2009
845,8.7,87,Pokemon Moon,3DS,2016
846,8.7,87,Stardew Valley,Switch,2017
847,8.7,71,Gallop Racer 2001,PS2,2001
848,8.7,88,Animal Crossing: New Leaf,3DS,2013
849,8.7,87,Guilty Gear X2,PS2,2003
850,8.7,84,NBA 2K6,XBOX,2005
851,8.7,77,Dead to Rights,GC,2002
852,8.7,70,Soldier of Fortune,DC,2001
853,8.7,88,Crusader Kings II: The Old Gods,PC,2013
854,8.7,92,Rayman Legends,WIIU,2013
855,8.7,91,Rayman Legends,PS3,2013
856,8.7,87,Dark Souls III,XONE,2016
857,8.7,66,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005
858,8.7,73,Armored Core: Nexus,PS2,2004
859,8.7,75,Savage 2: A Tortured Soul,PC,2008
860,8.6,79,Europa Universalis: Rome - Vae Victis,PC,2008
861,8.6,85,Super Smash Bros. for Nintendo 3DS,3DS,2014
862,8.6,79,Gladius,XBOX,2003
863,8.6,85,South Park: The Stick of Truth,PC,2014
864,8.6,72,NFL Fever 2003,XBOX,2002
865,8.6,88,Pokemon Y,3DS,2013
866,8.6,86,Daytona USA,DC,2001
867,8.6,52,Bionicle Heroes,PS2,2006
868,8.6,83,MLB 07: The Show,PS2,2007
869,8.6,81,Hot Shots Golf: Out of Bounds,PS3,2008
870,8.6,81,Fire Emblem Echoes: Shadows of Valentia,3DS,2017
871,8.6,81,Mega Man Anniversary Collection,GC,2004
872,8.6,70,Advent Rising,PC,2005
873,8.6,71,Rugby 2005,PS2,2005
874,8.6,91,Return of the Obra Dinn,PC,2018
875,8.6,94,Devil May Cry,PS2,2001
876,8.6,94,BioShock Infinite,PC,2013
877,8.6,91,God of War: Chains of Olympus,PSP,2008
878,8.6,86,Donkey Kong Country: Tropical Freeze,Switch,2018
879,8.6,59,The Hobbit,PS2,2003
880,8.6,81,MX Unleashed,XBOX,2004
881,8.6,76,Heroes of the Pacific,XBOX,2005
882,8.6,97,Halo: Combat Evolved,XBOX,2001
883,8.6,91,Twisted Metal: Black,PS2,2001
884,8.6,68,Stoked,X360,2009
885,8.6,83,Rhythm Heaven,DS,2009
886,8.6,90,Brothers: A Tale of Two Sons,PC,2013
887,8.6,85,The Lord of the Rings: The Return of the King,PS2,2003
888,8.6,81,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,WII,2008
889,8.6,59,Bloody Roar 4,PS2,2003
890,8.6,88,Wario Land 4,GBA,2001
891,8.6,81,OneShot,PC,2016
892,8.6,84,Fear Effect 2: Retro Helix,PS,2001
893,8.6,87,Company of Heroes: Opposing Fronts,PC,2007
894,8.6,68,Spider-Man: Web of Shadows,X360,2008
895,8.6,70,Buzz! Junior: Jungle Party,PS2,2007
896,8.6,68,Lost in Shadow,WII,2011
897,8.6,82,Need for Speed Underground 2,PS2,2004
898,8.6,80,A Boy and His Blob,WII,2009
899,8.6,73,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006
900,8.6,86,Tomb Raider,X360,2013
901,8.6,77,Mega Man Battle Network 3 White,GBA,2003
902,8.6,83,Tony Hawk's Underground 2,PS2,2004
903,8.6,80,Sonic's Ultimate Genesis Collection,PS3,2009
904,8.6,79,Rock Band Unplugged,PSP,2009
905,8.6,82,Need for Speed: Underground 2,PC,2004
906,8.6,65,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2005
907,8.6,82,Gradius V,PS2,2004
908,8.6,79,Tokyo Xtreme Racer 2,DC,2000
909,8.6,80,Capcom vs. SNK,DC,2000
910,8.6,73,Thea: The Awakening,PC,2015
911,8.6,77,Pac-Man Championship Edition 2,XONE,2016
912,8.6,72,Devil May Cry 4: Special Edition,PC,2015
913,8.6,87,Pokemon X,3DS,2013
914,8.6,87,Zack & Wiki: Quest for Barbaros' Treasure,WII,2007
915,8.6,78,Sphinx and the Cursed Mummy,PS2,2003
916,8.6,83,NBA 2K7,XBOX,2006
917,8.6,81,Mega Man Anniversary Collection,PS2,2004
918,8.6,83,LEGO Star Wars II: The Original Trilogy,PSP,2006
919,8.6,79,Sonic's Ultimate Genesis Collection,X360,2009
920,8.6,79,Valiant Hearts: The Great War,PC,2014
921,8.6,77,SimCity 3000 Unlimited,PC,2000
922,8.6,83,Crush,PSP,2007
923,8.6,79,MotorStorm Arctic Edge,PSP,2009
924,8.6,81,Disgaea 5 Complete,Switch,2017
925,8.6,85,Sid Meier's Civilization V: Brave New World,PC,2013
926,8.6,79,Sphinx and the Cursed Mummy,XBOX,2003
927,8.6,76,Mega Man 11,XONE,2018
928,8.6,87,Half-Life 2: Episode One,PC,2006
929,8.6,74,Tourist Trophy,PS2,2006
930,8.6,85,Brothers: A Tale of Two Sons,PS3,2013
931,8.6,85,Daxter,PSP,2006
932,8.6,78,Armored Core 2,PS2,2000
933,8.6,71,Final Fantasy: The 4 Heroes of Light,DS,2010
934,8.6,82,Wipeout Pulse,PSP,2008
935,8.6,84,Lego Star Wars II: The Original Trilogy,GC,2006
936,8.6,84,Tom Clancy's Splinter Cell Double Agent,PS2,2006
937,8.6,82,The Lord of the Rings: The Battle for Middle-Earth,PC,2004
938,8.6,91,Far Cry 3,X360,2012
939,8.6,70,Skate It,WII,2008
940,8.6,92,The ICO & Shadow of the Colossus Collection,PS3,2011
941,8.6,65,Tears to Tiara II: Heir of the Overlord,PS3,2014
942,8.6,59,Rule of Rose,PS2,2006
943,8.6,84,BioShock: The Collection,XONE,2016
944,8.6,77,Doom II,GBA,2002
945,8.6,72,Dr. Mario Online RX,WII,2008
946,8.6,86,Uncharted: The Nathan Drake Collection,PS4,2015
947,8.6,86,Monster Hunter 4 Ultimate,3DS,2015
948,8.6,77,Harry Potter and the Chamber of Secrets,PC,2002
949,8.6,82,Peter Jackson's King Kong: The Official Game of the Movie,XBOX,2005
950,8.6,46,Tokyo Xtreme Racer DRIFT 2,PS2,2007
951,8.6,77,Fatal Frame,XBOX,2002
952,8.6,77,Garou: Mark of the Wolves,X360,2009
953,8.6,73,The King of Fighters '98 Ultimate Match,PS2,2009
954,8.6,78,Dropship: United Peace Force,PS2,2002
955,8.6,63,NCAA March Madness 07,PS2,2007
956,8.6,65,Sengoku Basara: Samurai Heroes,WII,2010
957,8.6,85,Life is Strange,PS4,2015
958,8.6,85,Rocket League,PS4,2015
959,8.6,80,Oddworld: Munch's Oddysee,XBOX,2001
960,8.6,72,"Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort",PC,2009
961,8.6,84,The Walking Dead: Episode 2 - Starved for Help,PC,2012
962,8.6,60,Echo Night Beyond,PS2,2004
963,8.6,83,Fable: The Lost Chapters,XBOX,2005
964,8.6,80,Valkyrie Profile: Lenneth,PSP,2006
965,8.6,67,Phoenix Wright: Ace Attorney - Trials and Tribulations,WII,2010
966,8.6,82,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005
967,8.6,88,LittleBigPlanet PS Vita,VITA,2012
968,8.6,82,Harvest Moon: More Friends of Mineral Town,GBA,2005
969,8.6,73,Mini Ninjas,PS3,2009
970,8.6,66,MediEvil: Resurrection,PSP,2005
971,8.6,75,Naruto: Ultimate Ninja 3,PS2,2008
972,8.6,65,Rocky: Legends,PS2,2004
973,8.6,76,Star Wars Jedi Knight: Jedi Academy,XBOX,2003
974,8.6,92,The Walking Dead: A Telltale Games Series,X360,2012
975,8.6,80,Mega Man 11,Switch,2018
976,8.6,66,Street Racing Syndicate,XBOX,2004
977,8.6,75,Culdcept Saga,X360,2008
978,8.6,87,INSIDE,PC,2016
979,8.6,81,MLB 2006,PS2,2005
980,8.6,88,Nioh,PS4,2017
981,8.6,88,SteamWorld Dig 2,Switch,2017
982,8.6,88,Ori and the Blind Forest,XONE,2015
983,8.6,89,Dark Souls: Artorias of the Abyss,X360,2012
984,8.6,59,Tokyo Xtreme Racer DRIFT,PS2,2006
985,8.6,66,Terminator 3: The Redemption,XBOX,2004
986,8.6,83,Frequency,PS2,2001
987,8.6,54,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009
988,8.6,81,Red Orchestra: Ostfront 41-45,PC,2006
989,8.6,85,Ratchet & Clank,PS4,2016
990,8.6,61,Bloody Roar Extreme,XBOX,2003
991,8.6,72,Mount & Blade,PC,2008
992,8.6,44,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003
993,8.6,72,Deadly Creatures,WII,2009
994,8.6,80,Phantasy Star Online Ver. 2,DC,2001
995,8.6,74,Devil May Cry HD Collection,PS3,2012
996,8.6,55,X-Men: The Official Game,GBA,2006
