,title,user_score,release_date,console,keydata
14967,Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online    ,N/A  ,16th Nov 17  ,WiiU,0.03
14968,BRAHMA Force: The Assault on Beltlogger 9    ,N/A  ,09th Apr 97  ,PS,0.03
14969,Lock On: Modern Air Combat    ,N/A  ,24th Nov 03  ,PC,0.03
14970,Tenka-bito    ,N/A  ,02nd Mar 06  ,PS2,0.03
14971,INSIDE / LIMBO Double Pack    ,N/A  ,12th Sep 17  ,XOne,0.03
14972,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen    ,N/A  ,17th Dec 09  ,DS,0.03
14973,Robo Pit    ,N/A  ,01st Jan 96  ,PS,0.03
14975,Muv-Luv Alternative: Total Eclipse    ,N/A  ,16th May 13  ,PS3,0.03
14976,Star Wars: The Force Unleashed II    ,N/A  ,26th Oct 10  ,PC,0.03
14977,R-Type III: The Third Lightning    ,N/A  ,16th Mar 04  ,GBA,0.03
14978,Sukitomo. Tsukiuta. 12 Memories    ,N/A  ,01st Jun 17  ,PSV,0.03
14979,Take On Helicopters    ,N/A  ,27th Oct 11  ,PC,0.03
14980,The Inner World    ,N/A  ,18th Jul 13  ,PC,0.03
14981,The Pillars of the Earth    ,N/A  ,28th Nov 17  ,PS4,0.03
14982,Hakuouki    ,N/A  ,18th Sep 08  ,PS2,0.03
14983,Atomic Betty     ,N/A  ,25th Oct 05  ,GBA,0.03
14984,"Princess Natasha: Student, Secret Agent, Princess    ",N/A  ,03rd Oct 06  ,DS,0.03
14985,Monster Hunter Frontier Online: Season 10    ,N/A  ,26th Jan 11  ,X360,0.03
14986,Robin Hood: Defender of the Crown    ,N/A  ,11th Nov 03  ,XB,0.03
14987,Armored Core: Last Raven Portable    ,N/A  ,04th Mar 10  ,PSP,0.03
14988,Master of Monsters: Disciples of Gaia    ,N/A  ,31st Aug 98  ,PS,0.03
14989,Neverwinter Nights    ,N/A  ,16th Jun 02  ,PC,0.03
14990,Street Jam Basketball    ,N/A  ,25th Apr 04  ,GBA,0.03
14991,SD Gundam: Gashapon Wars    ,N/A  ,24th Jun 10  ,Wii,0.03
14992,Curious George    ,N/A  ,01st Feb 06  ,XB,0.03
14993,The Lost Child    ,N/A  ,19th Jun 18  ,PS4,0.03
14994,Disney's Aladdin    ,N/A  ,28th Sep 04  ,GBA,0.03
14995,Virtual Pool: Tournament Edition    ,N/A  ,11th May 05  ,XB,0.03
14996,Winning Post 8 2015    ,N/A  ,12th Mar 15  ,PSV,0.03
14997,Nippon no Asoko de    ,N/A  ,01st May 08  ,PSP,0.03
14998,Taishou Moebius Line Vitable    ,N/A  ,28th Jan 16  ,PSV,0.03
14999,MapleStory DS    ,N/A  ,15th Apr 10  ,DS,0.03
15000,Romance of the Three Kingdoms 13 with Power-Up Kit    ,N/A  ,16th Feb 17  ,PS4,0.03
15001,Pimp My Ride: Street Racing    ,N/A  ,24th Mar 09  ,DS,0.03
15002,Culdcept    ,N/A  ,04th Dec 03  ,PS2,0.03
15003,Homeworld 2    ,N/A  ,16th Sep 03  ,PC,0.03
15004,Popeye: Rush for Spinach    ,N/A  ,24th Apr 05  ,GBA,0.03
15005,Blue Breaker: Ken Yorimo Hohoemi o    ,N/A  ,27th Sep 96  ,PCFX,0.03
15006,Codename: Panzers Cold War    ,N/A  ,10th Mar 09  ,PC,0.03
15007,BeatMania IIDX 15: DJ Troopers    ,N/A  ,18th Dec 08  ,PS2,0.03
15008,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6    ,N/A  ,26th Nov 15  ,PS3,0.03
15009,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa    ,N/A  ,09th Jun 11  ,PSP,0.03
15010,Planet of the Apes    ,N/A  ,30th Nov 01  ,GBA,0.03
15011,Drake & Josh: Talent Showdown    ,N/A  ,30th Jul 07  ,DS,0.03
15012,Hissatsu Pachinko Collection 3    ,N/A  ,02nd Nov 95  ,SNES,0.03
15013,Real World Golf    ,N/A  ,11th Apr 06  ,XB,0.03
15014,Oumagatoki: Kaidan Romance    ,N/A  ,29th Mar 12  ,PSP,0.03
15015,Mahjong Kakutou Club: Zenkoku Taisenban    ,N/A  ,16th Nov 06  ,PS3,0.03
15016,NBA 08    ,N/A  ,12th Oct 07  ,PSP,0.03
15017,Triple Pack: Xbox Live Arcade Compilation    ,N/A  ,19th Apr 11  ,X360,0.03
15018,Hayate no Gotoku! Nightmare Paradise    ,N/A  ,26th Mar 09  ,PSP,0.03
15019,Empire Earth II    ,N/A  ,26th Apr 05  ,PC,0.03
15020,Forza Motorsport 4: December IGN Pack    ,N/A  ,06th Dec 11  ,XBL,0.03
15021,Knights of Honor    ,N/A  ,06th Jun 05  ,PC,0.03
15022,Koihime Enbu    ,N/A  ,28th Jan 16  ,PS4,0.03
15023,NBA 2K13    ,N/A  ,02nd Oct 12  ,PC,0.03
15024,Shinsei Batteki Drive Girls    ,N/A  ,08th Sep 17  ,PSV,0.03
15025,Nanashi no Game Me    ,N/A  ,27th Aug 09  ,DS,0.03
15026,Road Rage    ,N/A  ,14th Nov 17  ,PS4,0.03
15027,Star Trek: The Game    ,N/A  ,23rd Apr 13  ,PC,0.03
15028,Senjou no Waltz    ,N/A  ,20th Nov 14  ,PSV,0.03
15029,DICE: DNA Integrated Cybernetic Enterprises    ,N/A  ,22nd Sep 05  ,PS2,0.03
15030,MX vs. ATV Supercross    ,N/A  ,28th Oct 14  ,PS3,0.03
15031,Megpoid the Music#    ,N/A  ,28th Mar 13  ,PSP,0.03
15032,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple    ,N/A  ,05th Jul 07  ,DS,0.03
15033,The Croods: Prehistoric Party!    ,N/A  ,19th Mar 13  ,WiiU,0.03
15034,Dragon Quest X: All in One Package Ver.1-4     ,N/A  ,26th Jul 18  ,NS,0.03
15035,Wallace & Gromit in Project Zoo    ,N/A  ,14th Oct 03  ,XB,0.03
15036,Grid Runner    ,N/A  ,31st Oct 96  ,PS,0.03
15037,Metal Dungeon    ,N/A  ,15th Dec 02  ,XB,0.03
15038,Saihai no Yukue    ,N/A  ,23rd Oct 08  ,DS,0.03
15039,Drome Racers    ,N/A  ,16th Sep 03  ,GC,0.03
15040,Guitar Freaks V & DrumMania V    ,N/A  ,16th Mar 06  ,PS2,0.03
15041,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou    ,N/A  ,18th Jun 09  ,DS,0.03
15042,Penny-Punching Princess    ,9,03rd Apr 18  ,NS,0.03
15043,Gekido Advance: Kintaro's Revenge    ,N/A  ,25th Nov 03  ,GBA,0.03
15044,Winning Post 8 2017    ,N/A  ,02nd Mar 17  ,PS4,0.03
15045,Samurai Warriors: Sanada Maru    ,N/A  ,23rd Nov 16  ,PSV,0.03
15046,Future Tactics: The Uprising    ,N/A  ,10th May 04  ,XB,0.03
15047,Dream Pinball 3D    ,N/A  ,24th Apr 08  ,DS,0.03
15048,Power Poke Dash    ,N/A  ,23rd Mar 06  ,GBA,0.03
15049,Detective Opera: Milky Holmes 2    ,N/A  ,23rd Aug 12  ,PSP,0.03
15050,GTR Evolution    ,N/A  ,26th Aug 08  ,PC,0.03
15051,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono    ,N/A  ,30th Jul 09  ,DS,0.03
15052,Castlevania: Lords of Shadow - Reverie    ,N/A  ,22nd Mar 11  ,PSN,0.03
15053,Blaze Union: Story to Reach the Future    ,N/A  ,27th May 10  ,PSP,0.03
15054,Let's Sing 2018    ,N/A  ,24th Nov 17  ,NS,0.03
15055,Race Driver 2006    ,N/A  ,06th Jun 06  ,PSP,0.03
15056,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna    ,N/A  ,25th Feb 10  ,DS,0.03
15057,Buffy the Vampire Slayer: Wrath of the Darkhul King    ,N/A  ,24th Jun 03  ,GBA,0.03
15058,The Great Mystery Hidden Object Package 5    ,N/A  ,04th Nov 15  ,PC,0.03
15059,Diabolik Lovers: Vandead Carnival    ,N/A  ,04th Dec 14  ,PSV,0.03
15060,Merv Griffin's Crosswords    ,N/A  ,17th Nov 08  ,DS,0.03
15061,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa    ,N/A  ,09th Jun 11  ,PS3,0.03
15062,Net High    ,N/A  ,26th Nov 15  ,PSV,0.03
15063,Yomawari: Midnight Shadows    ,N/A  ,24th Oct 17  ,PSV,0.03
15064,Roadsters    ,N/A  ,21st Mar 00  ,PS,0.03
15065,World of Zoo    ,N/A  ,26th Oct 09  ,PC,0.03
15066,DeathSmiles II X    ,N/A  ,27th May 10  ,X360,0.03
15067,Medabots Classics: Metabee Ver. / Rokusho Ver.    ,N/A  ,21st Dec 17  ,3DS,0.03
15068,Sins of a Solar Empire    ,N/A  ,04th Feb 08  ,PC,0.03
15069,Warhammer: The End Times - Vermintide    ,N/A  ,04th Oct 16  ,XOne,0.03
15070,Calcio Bit    ,N/A  ,18th May 06  ,GBA,0.03
15071,Kung Fu Panda: Legendary Warriors    ,N/A  ,05th Nov 08  ,DS,0.03
15072,Resident Evil 4    ,N/A  ,27th Jul 09  ,Mob,0.03
15073,Whiteout    ,N/A  ,12th Nov 02  ,XB,0.03
15074,007: Quantum of Solace    ,N/A  ,04th Nov 08  ,PC,0.03
15075,Galaxy Angel II: Zettairyouiki no Tobira    ,N/A  ,22nd Jun 06  ,PS2,0.03
15076,Hyakumanton no Bara Bara    ,N/A  ,18th Feb 10  ,PSP,0.03
15077,Battlefield 1942: The WW II Anthology    ,N/A  ,16th Apr 04  ,PC,0.03
15078,Hajime no Ippo: The Fighting    ,N/A  ,12th Dec 02  ,GBA,0.03
15079,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable    ,N/A  ,15th Apr 10  ,PSP,0.03
15080,Spectral Souls: Resurrection of the Ethereal Empires    ,N/A  ,26th Sep 06  ,PSP,0.03
15081,Syberia II    ,N/A  ,05th Oct 04  ,XB,0.03
15082,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version    ,N/A  ,12th Nov 15  ,PSV,0.03
15083,Motor Trend presents Lotus Challenge    ,N/A  ,30th Apr 03  ,XB,0.03
15084,Azure Striker Gunvolt: Striker Pack    ,N/A  ,04th Oct 16  ,3DS,0.03
15085,Commander: Conquest of the Americas    ,N/A  ,30th Jul 10  ,PC,0.03
15086,Dino Dini's Kick Off Revival    ,N/A  ,24th Jun 16  ,PS4,0.03
15087,Bleach DS 4th: Flame Bringer    ,N/A  ,06th Aug 09  ,DS,0.03
15088,Pacific Liberator    ,N/A  ,15th Sep 09  ,Wii,0.03
15089,Secret Files 2: Puritas Cordis    ,N/A  ,08th May 09  ,Wii,0.03
15090,Storm Lover 2nd V    ,N/A  ,28th Jan 16  ,PSV,0.03
15091,Girls Only    ,N/A  ,19th Oct 10  ,DS,0.03
15092,Turn It Around    ,N/A  ,28th Aug 07  ,DS,0.03
15093,Death end re;Quest    ,N/A  ,01st Dec 19  ,PS4,0.03
15094,Puzzle Challenge: Crosswords and More!    ,N/A  ,28th Feb 09  ,Wii,0.03
15095,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure    ,N/A  ,18th Jun 09  ,DS,0.03
15096,The Longest 5 Minutes    ,N/A  ,13th Feb 18  ,NS,0.03
15097,The King of Fighters Portable '94~'98: Chapter of Orochi    ,N/A  ,24th Jun 10  ,PSP,0.03
15098,Nisenochigiri: Omoide no Saki e    ,N/A  ,21st Jul 11  ,PSP,0.03
15099,Grand Theft Auto: The Trilogy    ,N/A  ,30th Jun 09  ,PC,0.03
15100,Star Trek: Tactical Assault    ,N/A  ,14th Nov 06  ,PSP,0.03
15101,Ukiyo no Roushi    ,N/A  ,11th Feb 15  ,PSV,0.03
15102,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5    ,N/A  ,25th Feb 16  ,PS4,0.03
15103,World of Tanks    ,N/A  ,12th Feb 14  ,X360,0.03
15104,In Cold Blood    ,N/A  ,30th May 01  ,PS,0.03
15105,Winning Post 8 2015    ,N/A  ,12th Mar 15  ,PS3,0.03
15106,SingStar Fussballhits    ,N/A  ,11th Jun 10  ,PS3,0.03
15107,Monsters vs. Aliens    ,N/A  ,24th Mar 09  ,PC,0.03
15108,Fireblade    ,N/A  ,29th Dec 02  ,GC,0.03
15109,Kamigami no Asobi    ,N/A  ,24th Oct 13  ,PSP,0.03
15110,Mortal Kombat    ,N/A  ,25th May 94  ,PC,0.03
15111,World Sports Competition    ,N/A  ,07th Jun 11  ,PSN,0.03
15112,Kong: King of Atlantis    ,N/A  ,25th Oct 05  ,GBA,0.03
15113,Stardew Valley    ,N/A  ,11th Apr 17  ,XOne,0.03
15114,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki    ,N/A  ,23rd Jun 05  ,DS,0.03
15115,Kidou Senshi V Gundam    ,N/A  ,11th Mar 94  ,SNES,0.03
15116,Safari Adventures: Africa    ,N/A  ,03rd Nov 09  ,DS,0.03
15117,Wrestle Angels: Survivor 2    ,N/A  ,06th Nov 08  ,PS2,0.03
15118,Onechanbara Z: Kagura    ,N/A  ,19th Jan 12  ,X360,0.03
15119,Ride    ,N/A  ,23rd Jun 15  ,PC,0.03
15120,The Island of Dr. Frankenstein    ,N/A  ,20th Oct 09  ,Wii,0.03
15121,ESPN Winter X Games: Snowboarding 2002    ,N/A  ,04th Mar 02  ,XB,0.03
15122,Senran Kagura: Bon Appétit!    ,N/A  ,11th Nov 14  ,PSV,0.03
15123,The King of Fighters 02/03    ,N/A  ,15th Mar 05  ,XB,0.03
15124,Tsuku Monogatari    ,N/A  ,27th Jan 11  ,PSP,0.03
15125,Vitamin Z    ,N/A  ,26th Mar 09  ,PS2,0.03
15126,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu    ,N/A  ,25th Aug 11  ,PSP,0.03
15127,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen    ,N/A  ,22nd Sep 10  ,PSP,0.03
15128,Harukanaru Toki no Naka de 5: Kazahanaki    ,N/A  ,23rd Feb 12  ,PSP,0.03
15129,Tom and Jerry in War of the Whiskers    ,N/A  ,06th Dec 03  ,XB,0.03
15130,Nobunaga no Yabou DS 2     ,N/A  ,31st Jul 08  ,DS,0.03
15131,SingStar Chartbreaker    ,N/A  ,04th Dec 09  ,PS3,0.03
15132,Shining Resonance Refrain    ,N/A  ,10th Jul 18  ,XOne,0.03
15133,The IdolM@ster: Gravure For You! Vol. 6    ,N/A  ,29th Mar 12  ,PS3,0.03
15134,Metal Saga: Hagane no Kisetsu    ,N/A  ,15th Jun 06  ,DS,0.03
15135,Young Justice: Legacy    ,N/A  ,19th Nov 13  ,Wii,0.03
15136,Monster High: New Ghoul in School    ,N/A  ,27th Oct 15  ,X360,0.03
15137,Animaniacs: The Great Edgar Hunt    ,N/A  ,18th Sep 05  ,GC,0.03
15138,SNK 40th Anniversary Collection    ,7.5,13th Nov 18  ,NS,0.03
15139,101-in-1 Sports Party Megamix    ,N/A  ,11th Jan 11  ,Wii,0.03
15140,Dream Club Zero Portable    ,N/A  ,17th Dec 11  ,PSV,0.03
15141,Samurai Warriors 2    ,N/A  ,24th Oct 13  ,PS3,0.03
15142,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru    ,N/A  ,23rd Jun 16  ,PSV,0.03
15143,The Peanuts Movie: Snoopy's Grand Adventure    ,N/A  ,03rd Nov 15  ,3DS,0.03
15144,Battle Arena Toshinden URA    ,N/A  ,30th Nov 96  ,SAT,0.03
15145,Betty Boop's Double Shift    ,N/A  ,19th Oct 07  ,DS,0.03
15146,Emily Archer and the Curse of Tutankhamun    ,N/A  ,18th Mar 11  ,DS,0.03
15147,Pro Evolution Soccer 2012    ,N/A  ,01st Jun 12  ,3DS,0.03
15148,Tumblestone    ,N/A  ,01st Nov 16  ,PS4,0.03
15149,Yonder: The Cloud Catcher Chronicles     ,N/A  ,12th Jun 18  ,NS,0.03
15150,CID The Dummy    ,N/A  ,07th Jul 09  ,PSP,0.03
15151,Biohazard: Revival Selection    ,N/A  ,08th Sep 11  ,X360,0.03
15152,Cabela's Big Game Hunter: Pro Hunts    ,N/A  ,26th Mar 14  ,X360,0.03
15153,Diabolik Lovers: More Blood    ,N/A  ,15th Jan 15  ,PSV,0.03
15154,Labyrinth Cross Blood: Infinity    ,N/A  ,25th Apr 13  ,PSV,0.03
15155,The Town of Light    ,N/A  ,01st Jan 18  ,NS,0.03
15156,Driver: Parallel Lines    ,N/A  ,26th Jun 07  ,Wii,0.03
15157,Super Duper Sumos    ,N/A  ,26th Oct 03  ,GBA,0.03
15158,Syberia    ,N/A  ,01st Sep 02  ,PC,0.03
15159,Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku    ,N/A  ,09th Mar 17  ,PSV,0.03
15160,MechAssault: Phantom War    ,N/A  ,12th Sep 06  ,DS,0.03
15161,Devil Survivor: Over Clock    ,N/A  ,03rd Dec 15  ,3DS,0.03
15162,Bridge Constructor Portal    ,N/A  ,28th Aug 18  ,PS4,0.03
15163,Blackguards 2    ,N/A  ,12th Sep 17  ,PS4,0.03
15164,Disney Sports Soccer    ,N/A  ,11th Nov 02  ,GBA,0.03
15165,The Last Guy    ,N/A  ,28th Aug 08  ,PS3,0.03
15166,Akane Iro ni Somaru Saka Parallel    ,N/A  ,14th Aug 08  ,PS2,0.03
15167,Rugby League Live    ,N/A  ,02nd Nov 10  ,X360,0.03
15168,Wand of Fortune R    ,N/A  ,17th Mar 16  ,PSV,0.03
15169,AMNESIA World    ,N/A  ,22nd May 14  ,PSV,0.03
15170,Dynasty Warriors 8: Empires    ,N/A  ,26th Nov 15  ,PSV,0.03
15171,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder    ,N/A  ,28th Apr 11  ,PSP,0.03
15172,Little Bears    ,N/A  ,24th Aug 10  ,DS,0.03
15173,Monster Hunter Frontier Online: Forward 1    ,N/A  ,20th Apr 11  ,X360,0.03
15175,D1 Professional Drift Grand Prix Series    ,N/A  ,15th Aug 06  ,PS2,0.03
15176,Max Payne    ,N/A  ,18th Dec 03  ,GBA,0.03
15177,Timeshock! Pro Pinball    ,N/A  ,31st Aug 98  ,PS,0.03
15179,Baja: Edge of Control HD    ,N/A  ,14th Sep 17  ,PS4,0.03
15180,Warhammer: Mark of Chaos    ,N/A  ,14th Nov 06  ,PC,0.03
15181,Starry * Sky: In Winter - PSP Edition    ,N/A  ,28th Apr 11  ,PSP,0.03
15182,Rush Hour    ,N/A  ,30th Apr 97  ,PS,0.03
15183,Pro Cast Sports Fishing    ,N/A  ,27th Aug 03  ,XB,0.03
15184,Gintama: Banji Oku Chuubu!    ,N/A  ,25th Oct 07  ,Wii,0.03
15185,Saka Agari Hurricane Portable    ,N/A  ,28th Jul 11  ,PSP,0.03
15186,Negima!? Dream Tactic Yumemiru Otome Princess     ,N/A  ,27th Apr 07  ,PS2,0.03
15187,Beast Quest    ,N/A  ,13th Mar 18  ,XOne,0.03
15188,Crows: Burning Edge    ,N/A  ,27th Oct 16  ,PS4,0.03
15189,1000 Cooking Recipes from ELLE à table    ,N/A  ,02nd Jul 10  ,DS,0.03
15190,Evangelion Shin Gekijoban: 3nd Impact    ,N/A  ,29th Sep 11  ,PSP,0.03
15191,Geometry Wars 3: Dimensions Evolved    ,N/A  ,11th Oct 16  ,PS4,0.03
15192,Dynasty Warriors: Godseekers    ,N/A  ,31st Jan 17  ,PSV,0.03
15193,Dakar 2: The World's Ultimate Rally    ,N/A  ,25th Mar 03  ,GC,0.03
15194,NBA 2K7    ,N/A  ,25th Sep 06  ,XB,0.03
15195,Auto Modellista    ,N/A  ,30th Sep 03  ,GC,0.03
15196,Hanayaka Kana Ware ga Ichizoku Twin Pack    ,N/A  ,08th Dec 11  ,PSP,0.03
15197,Ben 10 (2017)    ,N/A  ,14th Nov 17  ,XOne,0.03
15198,Dave Mirra Freestyle BMX 3    ,N/A  ,26th Nov 02  ,GBA,0.03
15199,Greg Hastings' Tournament Paintball Max'd    ,N/A  ,31st Jan 06  ,GBA,0.03
15200,Eco Creatures: Save The Forest    ,N/A  ,04th Mar 08  ,DS,0.03
15201,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki    ,N/A  ,17th Sep 09  ,DS,0.03
15202,Dragon Tamer: Sound Spirit    ,N/A  ,01st Nov 07  ,DS,0.03
15203,Frogger: Ancient Shadow    ,N/A  ,28th Sep 05  ,XB,0.03
15204,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!    ,N/A  ,17th Nov 11  ,DS,0.03
15205,God of War III Remastered    ,N/A  ,15th Jul 15  ,PS4,0.03
15206,Kiniro no Corda 2 f Encore    ,N/A  ,20th Aug 09  ,PSP,0.03
15207,La Pucelle: Ragnarok    ,N/A  ,26th Nov 09  ,PSP,0.03
15208,Let's Dance with Mel B    ,N/A  ,24th Apr 12  ,PS3,0.03
15209,Darius II    ,N/A  ,01st Jan 96  ,SAT,0.03
15210,Cossacks: European Wars    ,N/A  ,14th Apr 01  ,PC,0.03
15211,Bleach: Soul Carnival 2    ,N/A  ,10th Dec 09  ,PSP,0.03
15212,ParaParaParadise    ,N/A  ,15th Mar 01  ,PS2,0.03
15213,Rugby League Live    ,N/A  ,02nd Nov 10  ,PS3,0.03
15214,Jack Keane    ,N/A  ,15th Apr 08  ,PC,0.03
15215,Tiger & Bunny: On-Air Jack!    ,N/A  ,20th Sep 12  ,PSP,0.03
15216,Eureka Seven AO: Jungfrau no Hanabanatachi    ,N/A  ,20th Sep 12  ,PS3,0.03
15217,The Settlers II 10th Anniversary    ,N/A  ,22nd Sep 06  ,PC,0.03
15218,Gotcha Force    ,N/A  ,03rd Dec 03  ,GC,0.03
15219,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%    ,N/A  ,11th Jan 07  ,PS2,0.03
15220,Warship Gunner 2    ,N/A  ,21st Mar 06  ,PS2,0.03
15221,The Raven Remastered    ,N/A  ,13th Mar 18  ,XOne,0.03
15222,Mystery Trackers: The Void    ,N/A  ,02nd Dec 11  ,PC,0.03
15223,Onimusha: Warlords    ,N/A  ,15th Jan 19  ,PS4,0.03
15224,The Perfect Golf    ,N/A  ,01st Dec 95  ,PS,0.03
15225,Wrestle Kingdom    ,N/A  ,20th Jul 06  ,PS2,0.03
15226,Demon Driver: Time to Burn Rubber!    ,N/A  ,22nd Sep 04  ,GBA,0.03
15227,We Sing (2016)    ,N/A  ,01st Dec 16  ,PS4,0.03
15228,Infinite Stratos 2: Ignition Hearts    ,N/A  ,27th Feb 14  ,PS3,0.03
15229,Mojo!    ,N/A  ,26th Aug 03  ,XB,0.03
15230,NatGeo Challenge! Wild Life    ,N/A  ,09th Nov 10  ,X360,0.03
15231,Totally Spies! Totally Party    ,N/A  ,14th Feb 08  ,PC,0.03
15232,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~     ,N/A  ,23rd Mar 06  ,PS2,0.03
15233,Buffy the Vampire Slayer: Chaos Bleeds    ,N/A  ,28th Aug 03  ,GC,0.03
15234,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku    ,N/A  ,08th Aug 13  ,3DS,0.03
15235,River City Ransom SP    ,N/A  ,27th Oct 16  ,3DS,0.03
15236,The Pillars of the Earth    ,N/A  ,28th Nov 17  ,XOne,0.03
15237,Brothers Conflict: Passion Pink    ,N/A  ,17th May 12  ,PSP,0.03
15238,Clannad    ,N/A  ,28th Aug 08  ,X360,0.03
15239,Hellblade: Senua's Sacrifice    ,N/A  ,04th Dec 18  ,XOne,0.03
15240,Kuryuu Youma Gakuenki Recharge    ,N/A  ,28th Sep 06  ,PS2,0.03
15241,Jet Grind Radio    ,N/A  ,26th Jun 03  ,GBA,0.03
15242,My Frogger: Toy Trials    ,N/A  ,13th Nov 06  ,DS,0.03
15243,MySims    ,N/A  ,28th Oct 08  ,PC,0.03
15244,Shin Hayarigami 2    ,N/A  ,07th Jul 16  ,PS4,0.03
15245,Turbo: Super Stunt Squad    ,N/A  ,16th Jul 13  ,WiiU,0.03
15246,The Town of Light    ,N/A  ,24th Mar 17  ,PS4,0.03
15247,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!    ,N/A  ,26th Nov 09  ,DS,0.03
15248,OlliOlli: Epic Combo Edition    ,N/A  ,26th Jul 16  ,PS4,0.03
15249,Baldur's Gate: Dark Alliance    ,N/A  ,10th Feb 04  ,GBA,0.03
15250,Hakuoki: Kyoto Winds    ,N/A  ,16th May 17  ,PSV,0.03
15251,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto    ,N/A  ,03rd Feb 17  ,PS4,0.03
15252,The Adventures of Lomax    ,N/A  ,31st Oct 96  ,PS,0.03
15253,Under the Skin    ,N/A  ,12th Oct 04  ,PS2,0.03
15254,Kabu Trader Shun    ,N/A  ,07th Jun 07  ,DS,0.03
15255,Hermie Hopperhead: Scrap Panic    ,N/A  ,29th Sep 95  ,PS,0.03
15256,Poy Poy    ,N/A  ,30th Sep 97  ,PS,0.03
15257,Age of Conan: Rise of the Godslayer    ,N/A  ,11th May 10  ,PC,0.03
15258,NHL 07    ,N/A  ,12th Sep 06  ,XB,0.03
15259,This War of Mine    ,N/A  ,29th Jan 16  ,PS4,0.03
15260,DrumMania 7th Mix     ,N/A  ,01st Jan 02  ,PS2,0.03
15261,Runabout 3: Neo Age      ,N/A  ,01st Nov 02  ,PS2,0.03
15262,Aokana: Four Rhythm Across the Blue    ,N/A  ,26th Jan 17  ,PS4,0.03
15263,SimCity    ,N/A  ,01st Jan 89  ,PC,0.03
15264,The Lost Child    ,N/A  ,19th Jun 18  ,NS,0.03
15265,Let's Dance with Mel B    ,N/A  ,24th Apr 12  ,Wii,0.03
15266,Niko Puchi Girls Runway    ,N/A  ,10th Dec 15  ,3DS,0.03
15267,My Ballet Studio    ,N/A  ,17th Nov 09  ,Wii,0.03
15268,Clannad: Mitsumi Mamoru Sakamichi de - Gekan    ,N/A  ,15th Jul 10  ,PSP,0.03
15269,Archer Maclean Presents: Pool Paradise    ,N/A  ,30th Jun 04  ,GC,0.03
15270,Rime    ,N/A  ,26th May 17  ,XOne,0.03
15271,Zero Escape: Zero Time Dilemma    ,N/A  ,18th Aug 17  ,PS4,0.03
15272,Sengoku Efuda Yuugi: Hototogisu Tairan    ,N/A  ,09th Sep 10  ,PSP,0.03
15273,BattleZone    ,N/A  ,06th Nov 06  ,PSP,0.03
15274,Ookiku Furikabutte: Honto no Ace ni Nareru kamo    ,N/A  ,13th Dec 07  ,DS,0.03
15275,Medal of Honor: Vanguard    ,N/A  ,26th Mar 07  ,PS2,0.03
15276,Max Payne 2: The Fall of Max Payne    ,N/A  ,14th Oct 03  ,PC,0.03
15277,AereA    ,N/A  ,28th Jul 17  ,PS4,0.03
15278,Touch Shot! Love Application    ,N/A  ,23rd Feb 12  ,PS3,0.03
15279,Nanotek Warrior    ,N/A  ,28th Feb 97  ,PS,0.03
15280,Air Missions: Hind    ,N/A  ,09th Oct 18  ,PS4,0.03
15281,Battlefield Vietnam    ,N/A  ,16th Mar 04  ,PC,0.03
15282,BlazBlue: Chrono Phantasma Extend    ,N/A  ,30th Jun 15  ,PSV,0.03
15283,Galileo    ,N/A  ,16th Oct 08  ,DS,0.03
15284,Cake Mania: Baker's Challenge    ,N/A  ,17th Oct 08  ,PS2,0.03
15285,Captain Tsubasa J: The Way to World Youth    ,N/A  ,17th Nov 95  ,SNES,0.03
