,title,console,release_Date,tot_sale,Critic_Score,user_Score
404,FIFA Soccer 09,PS3,2008.0,2.58,87.0,75.0
405,Style Savvy,DS,2008.0,2.58,73.0,77.0
406,WWE SmackDown vs. RAW 2007,PS2,2006.0,2.58,80.0,86.0
407,LEGO Star Wars: The Complete Saga,X360,2007.0,2.57,80.0,74.0
408,Madden NFL 08,PS2,2007.0,2.57,78.0,78.0
409,Monster Hunter Freedom 2,PSP,2007.0,2.57,72.0,87.0
410,Sonic Adventure 2 Battle,GC,2001.0,2.56,73.0,83.0
411,Madden NFL 13,PS3,2012.0,2.56,83.0,55.0
412,Dragon Age: Origins,X360,2009.0,2.56,86.0,79.0
413,Pokémon Colosseum,GC,2003.0,2.54,73.0,80.0
414,LittleBigPlanet,PSP,2009.0,2.54,87.0,78.0
415,Madden NFL 09,X360,2008.0,2.53,83.0,70.0
416,Crazy Taxi,PS2,2001.0,2.52,80.0,79.0
417,Art Academy,DS,2010.0,2.52,75.0,80.0
418,NBA 2K14,X360,2013.0,2.52,87.0,49.0
419,Skylanders Giants,Wii,2012.0,2.52,78.0,70.0
420,Deca Sports,Wii,2008.0,2.5,50.0,54.0
421,Marvel: Ultimate Alliance,X360,2006.0,2.5,82.0,75.0
422,Mortal Kombat: Deadly Alliance,PS2,2002.0,2.49,79.0,88.0
423,Game Party,Wii,2007.0,2.48,25.0,43.0
424,Bloodborne,PS4,2015.0,2.48,92.0,86.0
425,Mario Party 4,GC,2002.0,2.47,70.0,74.0
426,Pure,X360,2008.0,2.47,85.0,77.0
427,Rock Band,X360,0.0,2.47,92.0,82.0
428,NBA 2K13,PS3,2012.0,2.47,90.0,80.0
429,Saints Row: The Third,PS3,2011.0,2.47,82.0,77.0
430,Resistance 2,PS3,2008.0,2.46,87.0,61.0
431,NBA 2K15,PS4,2014.0,2.45,83.0,70.0
432,Final Fantasy Tactics,PS,1997.0,2.45,83.0,82.0
433,Midnight Club: Los Angeles,PS3,2008.0,2.45,82.0,82.0
434,The Sims: Bustin' Out,PS2,2003.0,2.43,81.0,84.0
435,LEGO Harry Potter: Years 1-4,Wii,2010.0,2.43,79.0,80.0
436,Call of Duty: Infinite Warfare,XOne,2016.0,2.42,78.0,31.0
437,Madden NFL 16,XOne,2015.0,2.42,84.0,61.0
438,Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,2.42,82.0,78.0
439,Need for Speed Carbon: Own the City,PSP,2006.0,2.42,73.0,79.0
440,Dragon Ball Z: Budokai 2,PS2,2003.0,2.41,66.0,82.0
441,pro evolution soccer 2011,PS3,2010.0,2.41,77.0,68.0
442,ATV Offroad Fury,PS2,2001.0,2.41,82.0,84.0
443,Need for Speed: ProStreet,PS2,2007.0,2.41,62.0,62.0
444,Halo: Combat Evolved Anniversary,X360,2011.0,2.4,82.0,81.0
445,Guitar Hero,PS2,2005.0,2.38,91.0,87.0
446,Madden NFL 11,PS3,2010.0,2.38,83.0,61.0
447,Dead Island,X360,2011.0,2.37,71.0,69.0
448,Half-Life 2,PC,2004.0,2.37,96.0,91.0
449,The Incredibles,PS2,2004.0,2.37,62.0,76.0
450,Madden NFL 08,X360,2007.0,2.37,85.0,64.0
451,Tony Hawk's Underground 2,PS2,2004.0,2.37,83.0,88.0
452,Zumba Fitness,X360,2010.0,2.37,42.0,55.0
453,Madden NFL 10,PS3,2009.0,2.37,85.0,68.0
454,Midnight Club: Los Angeles,X360,2008.0,2.35,81.0,85.0
455,Kinect: Disneyland Adventures,X360,2011.0,2.35,73.0,29.0
456,WWE SmackDown vs Raw 2008,PS2,2007.0,2.34,71.0,72.0
457,The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,2.34,89.0,90.0
458,LEGO Indiana Jones: The Original Adventures,Wii,0.0,2.34,78.0,66.0
459,Resident Evil - Code: Veronica X,PS2,2001.0,2.34,84.0,84.0
460,NBA 2K16,XOne,2015.0,2.34,86.0,62.0
461,Kinect Sports: Season Two,X360,2011.0,2.34,66.0,65.0
462,James Bond 007: Everything or Nothing,PS2,2004.0,2.31,84.0,91.0
463,Need For Speed: High Stakes,PS,1999.0,2.31,86.0,85.0
464,Guild Wars 2,PC,2012.0,2.31,90.0,79.0
465,Paper Mario: Sticker Star,3DS,2012.0,2.3,75.0,56.0
466,Batman: Arkham Origins,PS3,2013.0,2.29,76.0,77.0
467,LEGO Star Wars: The Complete Saga,PS3,2007.0,2.29,80.0,67.0
468,Need for Speed Underground 2,XB,2004.0,2.28,77.0,87.0
469,Pro Evolution Soccer 2010,PS3,2009.0,2.28,78.0,67.0
470,FIFA Soccer 09,PS2,2008.0,2.28,82.0,69.0
471,LEGO Harry Potter: Years 1-4,DS,2010.0,2.28,72.0,72.0
472,The Sims 3,X360,2010.0,2.28,76.0,71.0
473,Pokemon Ranger: Shadows of Almia,DS,2008.0,2.28,68.0,82.0
474,Dead Island,PS3,2011.0,2.27,71.0,66.0
475,Kirby: Nightmare in Dream Land,GBA,2002.0,2.27,81.0,89.0
476,Wario Land 4,GBA,2001.0,2.26,88.0,89.0
477,Sonic's Ultimate Genesis Collection,PS3,2009.0,2.26,80.0,86.0
478,Far Cry: Primal,PS4,2016.0,2.26,76.0,63.0
479,Battlefield 1,XOne,2016.0,2.25,87.0,82.0
480,Onimusha 2: Samurai's Destiny,PS2,2002.0,2.25,84.0,90.0
481,Paper Mario: The Thousand-Year Door,GC,2004.0,2.25,87.0,94.0
482,Madden NFL 12,PS3,2011.0,2.25,79.0,55.0
483,God of War: Ascension,PS3,2013.0,2.25,80.0,75.0
484,Guitar Hero III: Legends of Rock,PS3,2007.0,2.24,83.0,78.0
485,Sonic Advance,GBA,2001.0,2.24,87.0,81.0
486,Super Monkey Ball: Banana Blitz,Wii,2006.0,2.24,74.0,57.0
487,Call of Duty 3,Wii,0.0,2.24,69.0,67.0
488,New Super Luigi U,WiiU,2013.0,2.24,77.0,79.0
489,Spyro: Season of Ice,GBA,2001.0,2.23,74.0,80.0
490,Dissidia: Final Fantasy,PSP,2008.0,2.23,79.0,80.0
491,Madden NFL 25,X360,2013.0,2.23,80.0,56.0
492,Borderlands 2,PS3,2012.0,2.23,91.0,82.0
493,Prince of Persia: The Sands of Time,PS2,2003.0,2.22,92.0,88.0
494,Monster Hunter Tri,Wii,2009.0,2.22,84.0,86.0
495,LEGO Marvel Super Heroes,X360,2013.0,2.22,80.0,76.0
496,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,2.21,73.0,73.0
497,Star Wars: The Force Unleashed,PS3,2008.0,2.21,71.0,66.0
498,Guitar Hero II,X360,2007.0,2.2,92.0,81.0
499,Forza Motorsport 5,XOne,2013.0,2.2,79.0,59.0
500,Rock Band 2,X360,2008.0,2.2,92.0,83.0
501,Need for Speed: Hot Pursuit,X360,2010.0,2.2,88.0,70.0
502,LEGO Indiana Jones: The Original Adventures,DS,2008.0,2.2,80.0,79.0
503,BioShock 2,X360,2010.0,2.2,88.0,82.0
504,Star Wars: Knights of the Old Republic,XB,2003.0,2.19,94.0,92.0
505,Madden NFL 15,PS4,2014.0,2.19,81.0,61.0
506,Pro Evolution Soccer 2012,PS3,2011.0,2.19,80.0,66.0
507,Saints Row,X360,2006.0,2.18,81.0,75.0
508,ATV Offroad Fury 2,PS2,2002.0,2.18,82.0,89.0
509,FIFA 15,XOne,2014.0,2.18,82.0,54.0
510,Tom Clancy's The Division,XOne,2016.0,2.16,80.0,69.0
511,Final Fantasy XIII,X360,2010.0,2.16,82.0,63.0
512,The Sims: House Party,PC,2001.0,2.16,74.0,79.0
513,Scribblenauts,DS,2009.0,2.16,79.0,76.0
514,Sonic Unleashed,Wii,2008.0,2.16,66.0,73.0
515,Pokemon Ranger,DS,2006.0,2.15,69.0,76.0
516,Overwatch,PS4,2016.0,2.14,90.0,61.0
517,Hitman: Absolution,PS3,2012.0,2.14,83.0,75.0
518,Call of Duty: Roads to Victory,PSP,2007.0,2.13,64.0,75.0
519,Dance Dance Revolution Extreme,PS2,2004.0,2.13,77.0,90.0
520,Final Fantasy Tactics Advance,GBA,2003.0,2.13,87.0,78.0
521,Your Shape featuring Jenny McCarthy,Wii,2009.0,2.12,62.0,52.0
522,Project Gotham Racing,XB,2001.0,2.12,85.0,82.0
523,NBA 2K12,PS3,2011.0,2.11,90.0,67.0
524,Need for Speed: Hot Pursuit 2,PS2,2002.0,2.11,89.0,85.0
525,Dynasty Warriors 4,PS2,2003.0,2.11,78.0,93.0
526,NBA 2K14,PS3,2013.0,2.11,84.0,49.0
527,Parasite Eve,PS,1998.0,2.1,81.0,89.0
528,Tetris DS,DS,2006.0,2.1,84.0,87.0
529,Battlefield: Hardline,PS4,2015.0,2.1,73.0,50.0
530,Mortal Kombat,X360,2011.0,2.1,86.0,83.0
531,Borderlands,PS3,2009.0,2.09,83.0,79.0
532,Devil May Cry 3: Dante's Awakening,PS2,2005.0,2.09,84.0,90.0
533,NBA 2K11,X360,2010.0,2.09,89.0,81.0
534,Dying Light,PS4,2015.0,2.09,74.0,79.0
535,Dead Rising,X360,2006.0,2.08,85.0,76.0
536,World of Warcraft: Cataclysm,PC,2010.0,2.08,90.0,56.0
537,Tetris Worlds,PS2,2002.0,2.08,44.0,62.0
538,Final Fantasy III,DS,2006.0,2.08,77.0,71.0
539,Mario Party 5,GC,2003.0,2.08,69.0,82.0
540,Rock Band,Wii,0.0,2.08,80.0,63.0
541,Portal 2,X360,2011.0,2.08,95.0,85.0
542,Mario Sports Mix,Wii,2010.0,2.08,64.0,71.0
543,Need for Speed: Most Wanted 5-1-0,PSP,2005.0,2.07,72.0,78.0
544,The Sims 2: Pets,DS,2006.0,2.07,49.0,52.0
545,Dance Dance Revolution: Hottest Party,Wii,2007.0,2.07,73.0,71.0
546,DriveClub,PS4,2014.0,2.07,71.0,61.0
547,UFC 2009 Undisputed,X360,2009.0,2.06,83.0,79.0
548,Metal Gear Solid: Peace Walker,PSP,2010.0,2.06,89.0,89.0
549,R4: Ridge Racer Type 4,PS,1998.0,2.06,88.0,92.0
550,Kingdom Hearts: Birth by Sleep,PSP,2010.0,2.06,82.0,86.0
551,SoulCalibur II,PS2,2003.0,2.06,92.0,88.0
552,Need for Speed: ProStreet,X360,2007.0,2.05,72.0,71.0
553,Sonic Mega Collection,GC,2002.0,2.05,75.0,88.0
554,Need For Speed: Undercover,PS3,2008.0,2.05,59.0,59.0
555,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,2.04,72.0,90.0
556,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,2.04,82.0,82.0
557,Need for Speed: ProStreet,PS3,2007.0,2.04,73.0,60.0
558,Donkey Kong Country,GBA,2003.0,2.04,78.0,89.0
559,Dance Central 2,X360,2011.0,2.04,86.0,82.0
560,Carnival Games,DS,2008.0,2.03,48.0,33.0
561,NBA Live 2004,PS2,2003.0,2.03,86.0,77.0
562,Call of Duty 2,X360,2005.0,2.03,89.0,81.0
563,Rayman Raving Rabbids: TV Party,Wii,2008.0,2.03,73.0,77.0
564,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,2.02,62.0,81.0
565,Dark Souls,PS3,2011.0,2.02,89.0,87.0
566,Just Dance 3,X360,2011.0,2.02,70.0,77.0
567,Battlefield 4,XOne,2013.0,2.02,81.0,66.0
568,Fire Emblem: Awakening,3DS,2012.0,2.01,92.0,91.0
569,Need for Speed: The Run,PS3,2011.0,2.01,64.0,64.0
570,Dragon Age: Inquisition,PS4,2014.0,2.01,89.0,74.0
571,Dead Space,PS3,2008.0,2.0,88.0,88.0
572,Mortal Kombat vs. DC Universe,PS3,2008.0,2.0,76.0,71.0
573,TouchMaster,DS,2007.0,2.0,71.0,57.0
574,Tenchu: Stealth Assassins,PS,1997.0,1.99,87.0,88.0
575,Harry Potter and the Chamber of Secrets,GBA,2002.0,1.99,76.0,79.0
576,Kingdom Hearts 358/2 Days,DS,2009.0,1.98,75.0,78.0
577,Skate 3,PS3,2010.0,1.98,80.0,76.0
578,Need for Speed Rivals,PS4,2013.0,1.98,80.0,62.0
579,Spyro: Enter the Dragonfly,PS2,2002.0,1.97,56.0,41.0
580,Devil May Cry 2,PS2,2003.0,1.97,68.0,66.0
581,Hot Shots Golf: Open Tee,PSP,2004.0,1.96,81.0,87.0
582,Forza Horizon,X360,2012.0,1.96,85.0,84.0
583,Tom Clancy's Rainbow Six: Vegas,X360,2006.0,1.95,88.0,83.0
584,Crash Nitro Kart,PS2,2003.0,1.95,69.0,77.0
585,Resident Evil 6,X360,2012.0,1.95,67.0,50.0
586,Grand Theft Auto: San Andreas,XB,2005.0,1.95,93.0,86.0
587,NBA Street Vol. 2,PS2,2003.0,1.95,90.0,88.0
588,Def Jam Vendetta,PS2,2003.0,1.94,80.0,89.0
589,Kirby Squeak Squad,DS,2006.0,1.94,71.0,81.0
590,Burnout Paradise,PS3,2008.0,1.94,87.0,77.0
591,The Sims 3,PS3,2010.0,1.94,78.0,64.0
592,FIFA Soccer 09,X360,2008.0,1.94,87.0,80.0
593,Dragon Ball Z: Budokai 3,PS2,2004.0,1.94,77.0,89.0
594,Call of Duty: World at War,Wii,2008.0,1.94,83.0,76.0
595,Tom Clancy's Ghost Recon,PS2,2002.0,1.94,63.0,83.0
596,BioShock Infinite,X360,2013.0,1.93,93.0,85.0
597,X-Men Legends,PS2,2004.0,1.93,79.0,85.0
598,Mortal Kombat vs. DC Universe,X360,2008.0,1.93,72.0,75.0
599,Destiny: The Taken King,PS4,2015.0,1.93,86.0,60.0
600,Red Faction,PS2,2001.0,1.92,88.0,80.0
601,The Sims: Makin' Magic,PC,2003.0,1.92,80.0,86.0
602,Mario Party: Island Tour,3DS,2013.0,1.92,57.0,63.0
603,MX Unleashed,PS2,2004.0,1.92,80.0,92.0
604,PaRappa The Rapper,PS,1996.0,1.92,92.0,74.0
605,Guitar Hero: World Tour,PS3,2008.0,1.92,84.0,75.0
606,Need for Speed: Shift,X360,2009.0,1.91,83.0,65.0
607,Diablo III,PS3,2013.0,1.91,86.0,64.0
608,LittleBigPlanet 3,PS4,2014.0,1.91,79.0,71.0
609,Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,1.9,90.0,86.0
610,Mario Super Sluggers,Wii,2008.0,1.89,69.0,78.0
611,Monopoly,Wii,2008.0,1.89,70.0,78.0
612,Madden NFL 09,PS3,2008.0,1.88,85.0,44.0
613,Batman: Arkham Origins,X360,2013.0,1.88,74.0,75.0
614,Game Party 2,Wii,2008.0,1.88,29.0,46.0
615,Mortal Kombat: Deception,PS2,2004.0,1.88,81.0,85.0
616,NBA 2K17,PS4,2016.0,1.88,88.0,67.0
617,Toy Story Mania!,Wii,2009.0,1.88,49.0,66.0
618,Star Fox Adventures,GC,2002.0,1.87,82.0,77.0
619,Madden NFL 25,PS3,2013.0,1.87,76.0,41.0
620,Dynasty Warriors 3,PS2,2001.0,1.87,78.0,91.0
621,Madden NFL 06,XB,2005.0,1.86,86.0,67.0
622,Shrek 2,PS2,2004.0,1.86,71.0,85.0
623,The Legend of Dragoon,PS,1999.0,1.86,74.0,84.0
624,Star Wars: The Force Unleashed,Wii,2008.0,1.86,71.0,79.0
625,NBA Live 2002,PS2,2001.0,1.86,70.0,74.0
626,Just Cause 3,PS4,2015.0,1.86,73.0,65.0
627,Chrono Cross,PS,1999.0,1.86,94.0,81.0
628,Jak 3,PS2,2004.0,1.85,84.0,86.0
629,Kingdom Hearts: Chain of Memories,GBA,2004.0,1.85,76.0,79.0
630,Max Payne 3,PS3,2012.0,1.85,87.0,78.0
631,LEGO Marvel Super Heroes,PS3,2013.0,1.84,82.0,79.0
632,Phineas and Ferb,DS,2009.0,1.84,80.0,45.0
633,NCAA Football 06,PS2,2005.0,1.84,87.0,85.0
634,Rayman Raving Rabbids 2,Wii,2007.0,1.83,67.0,83.0
635,Kirby: Triple Deluxe,3DS,2014.0,1.83,80.0,88.0
636,Sonic Classic Collection,DS,2010.0,1.83,70.0,75.0
637,inFAMOUS 2,PS3,2011.0,1.82,83.0,84.0
638,World of Warcraft: Mists of Pandaria,PC,2012.0,1.82,82.0,48.0
639,Namco Museum,PS2,2001.0,1.82,72.0,60.0
640,The Sims: Hot Date,PC,2001.0,1.82,85.0,79.0
641,Demon's Souls,PS3,2009.0,1.82,89.0,89.0
642,The Orange Box,X360,2007.0,1.82,96.0,89.0
643,DDRMAX2: Dance Dance Revolution,PS2,2003.0,1.81,82.0,82.0
644,Virtua Fighter 4,PS2,2002.0,1.81,94.0,80.0
645,Mafia III,PS4,2016.0,1.81,68.0,51.0
646,Sly 2: Band of Thieves,PS2,2004.0,1.81,88.0,90.0
647,Sonic Advance 2,GBA,2002.0,1.8,83.0,83.0
648,Madden NFL 07,X360,2006.0,1.8,80.0,60.0
649,NBA 2K11,PS3,2010.0,1.8,89.0,76.0
650,Forza Motorsport 6,XOne,2015.0,1.8,87.0,79.0
651,The Evil Within,PS4,2014.0,1.79,75.0,73.0
652,Metroid Prime 3: Corruption,Wii,2007.0,1.79,90.0,89.0
653,Midnight Club II,PS2,2003.0,1.78,85.0,85.0
654,The Getaway: Black Monday,PS2,2004.0,1.78,57.0,76.0
655,50 Cent: Bulletproof,PS2,2005.0,1.77,47.0,66.0
656,Dead or Alive 3,XB,2001.0,1.77,87.0,86.0
657,Dragon Quest Monsters: Joker,DS,2006.0,1.76,75.0,74.0
658,LEGO Star Wars III: The Clone Wars,Wii,2011.0,1.76,76.0,77.0
659,UFC 2009 Undisputed,PS3,2009.0,1.76,84.0,81.0
660,The SpongeBob SquarePants Movie,PS2,2004.0,1.76,75.0,90.0
661,Golden Sun,GBA,2001.0,1.76,91.0,93.0
662,Def Jam: Fight for NY,PS2,2004.0,1.76,83.0,89.0
663,Tom Clancy's Ghost Recon,XB,2002.0,1.76,84.0,61.0
664,State of Emergency,PS2,2002.0,1.76,71.0,57.0
665,The Urbz: Sims in the City,PS2,2004.0,1.76,70.0,82.0
666,Star Wars: Starfighter,PS2,2001.0,1.76,84.0,80.0
667,Star Wars: Battlefront,XB,2004.0,1.75,80.0,91.0
668,Madden NFL 17,PS4,2016.0,1.75,82.0,49.0
669,Just Cause 2,PS3,2010.0,1.75,83.0,80.0
670,FIFA Soccer 08,PS3,2007.0,1.75,81.0,71.0
671,Crackdown,X360,2007.0,1.75,83.0,80.0
672,Wii Party U,WiiU,2013.0,1.75,65.0,68.0
673,Dance Dance Revolution X,PS2,2008.0,1.75,55.0,62.0
674,Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,1.74,83.0,87.0
675,Kinect Star Wars,X360,2012.0,1.74,55.0,35.0
676,Dragon's Dogma,PS3,2012.0,1.74,78.0,83.0
677,The Order: 1886,PS4,2015.0,1.74,63.0,66.0
678,SSX Tricky,PS2,2001.0,1.73,92.0,89.0
679,Knack,PS4,2013.0,1.73,54.0,65.0
680,Dragon Quest VI: Realms of Revelation,DS,2010.0,1.73,78.0,81.0
681,Crash Bandicoot: The Huge Adventure,GBA,2002.0,1.73,78.0,79.0
682,Hitman: Absolution,X360,2012.0,1.73,79.0,71.0
683,The Crew,PS4,2014.0,1.72,61.0,54.0
684,NBA 2K15,XOne,2014.0,1.72,82.0,63.0
685,Madden NFL 2005,XB,2004.0,1.72,91.0,76.0
686,Star Ocean: Till The End of Time,PS2,2003.0,1.72,80.0,77.0
687,Call of Duty: Modern Warfare 3,PC,2011.0,1.72,78.0,25.0
688,Dishonored,X360,2012.0,1.71,88.0,79.0
689,The Beatles: Rock Band,Wii,2009.0,1.71,89.0,89.0
690,Ace Combat 5: The Unsung War,PS2,2004.0,1.71,84.0,91.0
691,Need for Speed Underground,XB,2003.0,1.71,83.0,87.0
692,Deal or No Deal,DS,2007.0,1.7,20.0,19.0
693,Portal 2,PS3,2011.0,1.7,95.0,84.0
694,NCAA Football 07,PS2,2006.0,1.7,87.0,86.0
695,The Sims 3: Late Night Expansion Pack,PC,2010.0,1.7,74.0,53.0
696,No Man's Sky,PS4,2016.0,1.7,71.0,45.0
697,SOCOM 3: U.S. Navy SEALs,PS2,2005.0,1.69,82.0,88.0
698,BioShock Infinite,PS3,2013.0,1.69,94.0,85.0
699,Harry Potter and the Sorcerer's Stone,GBA,2001.0,1.69,64.0,71.0
700,Dragon Ball Z: The Legacy of Goku,GBA,2002.0,1.69,53.0,69.0
701,Resident Evil 4,GC,2005.0,1.69,96.0,94.0
702,Need For Speed: Undercover,X360,2008.0,1.68,64.0,59.0
703,Sonic Colors,Wii,2010.0,1.68,78.0,85.0
704,Saints Row 2,PS3,2008.0,1.68,82.0,79.0
705,Sid Meier's Civilization V,PC,2010.0,1.68,90.0,79.0
706,The Sims: Superstar,PC,2003.0,1.68,79.0,82.0
707,Metroid Fusion,GBA,2002.0,1.68,92.0,91.0
708,We Ski,Wii,2008.0,1.67,67.0,85.0
709,Star Wars Battlefront: Renegade Squadron,PSP,2007.0,1.67,73.0,79.0
710,SSX 3,PS2,2003.0,1.67,93.0,91.0
711,Madden NFL 2001,PS,2000.0,1.67,90.0,68.0
712,Star Wars: Battlefront II,XB,2005.0,1.67,83.0,89.0
713,Tony Hawk's Pro Skater 3,PS,2001.0,1.67,87.0,83.0
714,Dragon Age: Origins,PS3,2009.0,1.67,87.0,79.0
715,Spy Hunter,PS2,2001.0,1.67,84.0,78.0
716,NCAA Football 2004,PS2,2003.0,1.67,94.0,88.0
717,Fight Night Round 3,PS3,2006.0,1.67,83.0,79.0
718,StarCraft II: Heart of the Swarm,PC,2013.0,1.67,86.0,79.0
719,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,1.67,71.0,90.0
720,Until Dawn,PS4,2015.0,1.66,79.0,82.0
721,Big Beach Sports,Wii,2008.0,1.66,44.0,80.0
722,SSX,PS2,2000.0,1.66,93.0,83.0
723,Shaun White Snowboarding: Road Trip,Wii,2008.0,1.66,78.0,87.0
724,NBA Ballers,PS2,2004.0,1.66,83.0,92.0
725,Saints Row IV,X360,2013.0,1.66,81.0,65.0
726,NBA Live 2003,PS2,2002.0,1.66,83.0,83.0
727,LEGO Batman 2: DC Super Heroes,X360,2012.0,1.66,79.0,72.0
728,Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,1.66,72.0,84.0
729,Dark Souls III,PS4,2016.0,1.65,89.0,88.0
730,Kirby's Return to Dreamland,Wii,2011.0,1.65,77.0,85.0
731,Mario Party 6,GC,2004.0,1.65,71.0,79.0
732,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,1.65,56.0,67.0
733,Need for Speed Carbon,X360,2006.0,1.65,77.0,63.0
734,Heavenly Sword,PS3,2007.0,1.65,79.0,83.0
735,MySims,Wii,2007.0,1.65,68.0,72.0
736,Army of Two,X360,2008.0,1.64,72.0,76.0
737,Tiger Woods PGA Tour 2003,PS2,2002.0,1.64,88.0,89.0
738,Prince of Persia: Warrior Within,PS2,2004.0,1.64,83.0,85.0
739,Far Cry 4,XOne,2014.0,1.63,82.0,75.0
740,ESPN NFL 2K5,XB,2004.0,1.63,92.0,91.0
741,Beyond: Two Souls,PS3,2013.0,1.63,70.0,81.0
742,Pikmin,GC,2001.0,1.63,89.0,87.0
743,Tiger Woods PGA Tour 2004,PS2,2003.0,1.63,89.0,88.0
744,Call of Duty: Black Ops,PC,0.0,1.63,81.0,52.0
745,Ape Escape,PS,1999.0,1.63,90.0,88.0
746,NCAA Football 2005,PS2,2004.0,1.62,88.0,88.0
747,Max Payne 3,X360,2012.0,1.62,86.0,78.0
748,Viva Pinata,X360,2006.0,1.62,84.0,80.0
749,Kinectimals,X360,2010.0,1.62,74.0,31.0
750,Kirby Air Ride,GC,2003.0,1.62,61.0,79.0
751,LEGO Marvel Super Heroes,PS4,2013.0,1.62,83.0,77.0
752,Rock Band,PS3,0.0,1.62,92.0,84.0
753,Dragon Quest IV: Chapters of the Chosen,DS,2007.0,1.62,80.0,79.0
754,NFL Street 2,PS2,2004.0,1.61,77.0,87.0
755,Super Mario Strikers,GC,2005.0,1.61,76.0,87.0
756,Rage,X360,2011.0,1.6,81.0,67.0
757,Mario Hoops 3 on 3,DS,2006.0,1.6,69.0,80.0
758,Just Cause 2,X360,2010.0,1.6,81.0,80.0
759,Silent Hill,PS,1999.0,1.6,86.0,92.0
760,Sonic Heroes,GC,2003.0,1.6,72.0,78.0
761,ESPN NBA 2K5,PS2,2004.0,1.59,83.0,75.0
762,Diablo,PC,1996.0,1.59,94.0,87.0
763,Far Cry 2,X360,2008.0,1.59,85.0,67.0
764,The Legend of Zelda: Twilight Princess,GC,2006.0,1.59,96.0,92.0
765,Pro Evolution Soccer 2008,PS3,2007.0,1.59,74.0,61.0
766,Pokemon Battle Revolution,Wii,2006.0,1.58,53.0,67.0
767,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,1.58,75.0,82.0
768,Dance Dance Revolution: Hottest Party 2,Wii,2008.0,1.58,69.0,68.0
769,SoulCalibur IV,X360,2008.0,1.58,85.0,79.0
770,Sonic Generations,PS3,2011.0,1.58,76.0,82.0
771,Spyro 2: Season of Flame,GBA,2002.0,1.58,76.0,76.0
772,Mario Party 10,WiiU,2015.0,1.58,66.0,65.0
773,Devil May Cry 4,PS3,2008.0,1.57,84.0,82.0
774,Dead Rising 3,XOne,2013.0,1.57,78.0,68.0
775,NCAA Football 2002,PS2,2001.0,1.57,90.0,87.0
776,Gears of War: Judgment,X360,2013.0,1.57,79.0,54.0
777,Watch Dogs,XOne,2014.0,1.57,78.0,58.0
778,Guitar Hero: On Tour Decades,DS,2008.0,1.57,72.0,80.0
779,Madden NFL 15,XOne,2014.0,1.57,80.0,64.0
780,Conflict: Desert Storm,PS2,2002.0,1.57,55.0,86.0
781,Mario Party 7,GC,2005.0,1.57,64.0,79.0
782,Dragon Quest V: Hand of the Heavenly Bride,DS,2008.0,1.57,84.0,85.0
783,Smuggler's Run,PS2,2000.0,1.56,79.0,68.0
784,Fight Night Round 3,PS2,2006.0,1.56,84.0,81.0
785,Need for Speed: Most Wanted,X360,2012.0,1.56,83.0,85.0
786,Carnival Games: Mini Golf,Wii,2008.0,1.56,38.0,57.0
787,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,1.56,54.0,90.0
788,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,1.55,73.0,70.0
789,Stuntman,PS2,2002.0,1.55,71.0,57.0
790,Tom Clancy's Rainbow Six 3,XB,2003.0,1.55,86.0,85.0
791,LEGO Harry Potter: Years 1-4,X360,2010.0,1.55,79.0,80.0
792,Spider-Man 2: Enter: Electro,PS,2001.0,1.55,74.0,87.0
793,Guitar Hero 5,Wii,2009.0,1.55,89.0,69.0
794,Wolfenstein: The New Order,PS4,2014.0,1.55,79.0,81.0
795,Mafia II,X360,2010.0,1.55,74.0,78.0
796,BioShock 2,PS3,2010.0,1.54,88.0,82.0
797,Dark Cloud,PS2,2000.0,1.54,80.0,82.0
798,Warcraft III: The Frozen Throne,PC,2003.0,1.54,88.0,90.0
799,Active Life: Outdoor Challenge,Wii,2008.0,1.54,69.0,81.0
800,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,1.54,90.0,80.0
801,MVP Baseball 2005,PS2,2005.0,1.54,87.0,86.0
802,Uncharted: Golden Abyss,PSV,2011.0,1.53,80.0,74.0
803,Go Vacation,Wii,2011.0,1.53,64.0,78.0
804,Pro Evolution Soccer 2013,PS3,2012.0,1.53,82.0,67.0
805,Dishonored,PS3,2012.0,1.53,89.0,79.0
806,Mario Golf: Toadstool Tour,GC,2003.0,1.53,81.0,80.0
807,Call of Duty: Black Ops II,PC,2012.0,1.53,74.0,42.0
808,Resident Evil: The Umbrella Chronicles,Wii,2007.0,1.52,75.0,76.0
809,The Simpsons Skateboarding,PS2,2002.0,1.52,38.0,50.0
