,metascore,title,console,date,Global_Sales,User_Score
1174,71,Vexx,GC, 2003,0.06,73.0
1175,85,NASCAR Thunder 2004,XBOX, 2003,0.23,91.0
1176,88,NASCAR Thunder 2004,PS2, 2003,0.23,91.0
1177,78,NASCAR Thunder 2004,PC, 2003,0.23,91.0
1178,75,Kingdom Hearts 358/2 Days,DS, 2009,1.98,78.0
1179,85,Ikaruga,GC, 2003,0.09,85.0
1180,88,Ikaruga,Switch, 2018,0.09,85.0
1181,87,Ikaruga,X360, 2008,0.09,85.0
1182,86,Burnout Legends,PSP, 2005,0.18,60.0
1183,38,Burnout Legends,DS, 2005,0.18,60.0
1184,90,Star Wars Rogue Leader: Rogue Squadron II,GC, 2001,1.9,86.0
1185,77,Birds of Steel,X360, 2012,0.15,89.0
1186,73,Birds of Steel,PS3, 2012,0.15,89.0
1187,80,FlatOut: Ultimate Carnage,X360, 2007,0.01,77.0
1188,79,FlatOut: Ultimate Carnage,PC, 2008,0.01,77.0
1189,77,Tomb Raider: Anniversary,X360, 2007,0.03,81.0
1190,78,Tomb Raider: Anniversary,PSP, 2007,0.03,81.0
1191,83,Tomb Raider: Anniversary,PC, 2007,0.03,81.0
1192,73,Tomb Raider: Anniversary,WII, 2007,0.03,81.0
1193,67,The Punisher,PC, 2005,0.52,82.0
1194,68,The Punisher,PS2, 2005,0.52,82.0
1195,72,Monster Hunter Freedom 2,PSP, 2007,2.57,87.0
1196,68,Goblin Commander: Unleash the Horde,PS2, 2003,0.02,78.0
1197,71,Goblin Commander: Unleash the Horde,GC, 2003,0.02,78.0
1198,70,GripShift,PSP, 2005,0.09,87.0
1199,72,GripShift,X360, 2007,0.09,87.0
1200,56,Gotcha Force,GC, 2003,0.03,82.0
1201,68,Gallop Racer 2003: A New Breed,PS2, 2003,0.21,85.0
1202,85,Forza Horizon,X360, 2012,1.96,84.0
1203,62,Dragon Ball Z: Buu's Fury,GBA, 2004,0.61,89.0
1204,81,Dave Mirra Freestyle BMX 2,PS2, 2001,0.2,82.0
1205,76,Dave Mirra Freestyle BMX 2,XBOX, 2001,0.2,82.0
1206,78,Dave Mirra Freestyle BMX 2,GC, 2001,0.2,82.0
1207,80,Soul Reaver 2,PS2, 2001,0.55,85.0
1208,77,The Godfather,XBOX, 2006,1.09,83.0
1209,75,The Godfather,PS2, 2006,1.09,83.0
1210,77,The Godfather,X360, 2006,1.09,83.0
1211,72,The Godfather,PC, 2006,1.09,83.0
1212,66,Mobile Suit Gundam: Encounters in Space,PS2, 2003,0.72,85.0
1213,73,Spartan: Total Warrior,XBOX, 2005,0.07,83.0
1214,74,Spartan: Total Warrior,PS2, 2005,0.07,83.0
1215,73,Spartan: Total Warrior,GC, 2005,0.07,83.0
1216,78,Devil May Cry 4,PC, 2008,0.04,85.0
1217,84,Devil May Cry 4,PS3, 2008,0.04,85.0
1218,84,Devil May Cry 4,X360, 2008,0.04,85.0
1219,62,Godzilla: Save the Earth,PS2, 2004,0.14,82.0
1220,63,Godzilla: Save the Earth,XBOX, 2004,0.14,82.0
1221,62,Harry Potter and the Sorcerer's Stone,GC, 2003,0.06,78.0
1222,64,Harry Potter and the Sorcerer's Stone,GBA, 2001,0.06,78.0
1223,65,Harry Potter and the Sorcerer's Stone,PC, 2001,0.06,78.0
1224,56,Harry Potter and the Sorcerer's Stone,PS2, 2003,0.06,78.0
1225,64,Harry Potter and the Sorcerer's Stone,PS, 2001,0.06,78.0
1226,59,Harry Potter and the Sorcerer's Stone,XBOX, 2003,0.06,78.0
1227,68,Mega Man X8,PS2, 2004,0.29,85.0
1228,71,Guitar Hero: On Tour,DS, 2008,3.46,88.0
1229,78,Yoshi's Woolly World,WIIU, 2015,1.3,85.0
1230,58,Over the Hedge,PS2, 2006,0.27,64.0
1231,61,Over the Hedge,GC, 2006,0.27,64.0
1232,71,Over the Hedge,DS, 2006,0.27,64.0
1233,86,Tom Clancy's Rainbow Six 3,XBOX, 2003,0.06,82.0
1234,68,Tom Clancy's Rainbow Six 3,GC, 2004,0.06,82.0
1235,70,Tom Clancy's Rainbow Six 3,PS2, 2004,0.06,82.0
1236,88,The Witcher 2: Assassins of Kings,PC, 2011,0.9,83.0
1237,88,The Witcher 2: Assassins of Kings,X360, 2012,0.9,83.0
1238,72,Mushroom Men: The Spore Wars,WII, 2008,0.18,87.0
1239,82,Soul Sacrifice Delta,VITA, 2014,0.22,84.0
1240,83,Colin McRae Rally 2.0,PC, 2001,0.91,87.0
1241,90,Colin McRae Rally 2.0,PS, 2000,0.91,87.0
1242,81,Phoenix Wright: Ace Attorney Trilogy,3DS, 2014,0.02,90.0
1243,75,Kingdom Hearts 3D: Dream Drop Distance,3DS, 2012,1.58,82.0
1244,82,Need for Speed: Most Wanted,PC, 2005,0.08,85.0
1245,83,Need for Speed: Most Wanted,X360, 2005,0.08,85.0
1246,73,Monster Lab,WII, 2008,0.31,84.0
1247,81,Trauma Center: Under the Knife,DS, 2005,0.35,87.0
1248,86,Amplitude,PS2, 2003,0.18,88.0
1249,74,Amplitude,PS4, 2016,0.18,88.0
1250,75,The King of Fighters XI,PS2, 2007,0.19,85.0
1251,71,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC, 2004,0.08,82.0
1252,74,Naruto Shippuden: Ultimate Ninja Storm 2,X360, 2010,0.78,85.0
1253,76,Naruto Shippuden: Ultimate Ninja Storm 2,PS3, 2010,0.78,85.0
1254,80,Sega Soccer Slam,XBOX, 2002,0.05,85.0
1255,84,Sega Soccer Slam,GC, 2002,0.05,85.0
1256,74,Smash Court Tennis Pro Tournament 2,PS2, 2004,0.13,91.0
1257,89,Jade Empire,XBOX, 2005,0.7,86.0
1258,70,BloodRayne 2,PS2, 2004,0.15,85.0
1259,71,BloodRayne 2,XBOX, 2004,0.15,85.0
1260,67,BloodRayne 2,PC, 2005,0.15,85.0
1261,79,Mega Man Maverick Hunter X,PSP, 2006,0.31,83.0
1262,78,Freekstyle,GC, 2002,1.06,73.0
1263,81,Freekstyle,PS2, 2002,1.06,73.0
1264,90,Deus Ex: Human Revolution,PC, 2011,0.58,85.0
1265,89,Deus Ex: Human Revolution,X360, 2011,0.58,85.0
1266,89,Deus Ex: Human Revolution,PS3, 2011,0.58,85.0
1267,82,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC, 2007,0.06,84.0
1268,84,X-Men Legends II: Rise of Apocalypse,XBOX, 2005,0.25,62.0
1269,84,X-Men Legends II: Rise of Apocalypse,PSP, 2005,0.25,62.0
1270,80,X-Men Legends II: Rise of Apocalypse,PC, 2005,0.25,62.0
1271,82,X-Men Legends II: Rise of Apocalypse,PS2, 2005,0.25,62.0
1272,82,X-Men Legends II: Rise of Apocalypse,GC, 2005,0.25,62.0
1273,83,ESPN College Hoops,PS2, 2003,0.16,85.0
1274,80,ESPN College Hoops,XBOX, 2003,0.16,85.0
1275,81,Drill Dozer,GBA, 2006,0.05,83.0
1276,81,Race Driver 2006,PSP, 2006,0.03,85.0
1277,80,Puppeteer,PS3, 2013,0.26,85.0
1278,79,NBA Jam,WII, 2010,0.14,91.0
1279,68,NBA Jam,XBOX, 2003,0.14,91.0
1280,75,NBA Jam,X360, 2010,0.14,91.0
1281,71,NBA Jam,PS3, 2010,0.14,91.0
1282,75,Groovin' Blocks,WII, 2008,0.01,85.0
1283,87,NCAA Football 06,PS2, 2005,0.97,83.0
1284,87,NCAA Football 06,XBOX, 2005,0.97,83.0
1285,77,Dance Dance Revolution Extreme,PS2, 2004,2.13,90.0
1286,81,Age of Empires III: The Asian Dynasties,PC, 2007,0.06,85.0
1287,73,XIII,PS2, 2003,0.09,77.0
1288,74,XIII,XBOX, 2003,0.09,77.0
1289,72,XIII,PC, 2003,0.09,77.0
1290,73,XIII,GC, 2003,0.09,77.0
1291,73,NFL Blitz Pro,PS2, 2003,0.05,66.0
1292,71,NFL Blitz Pro,XBOX, 2003,0.05,66.0
1293,82,ModNation Racers,PS3, 2010,0.53,77.0
1294,73,ModNation Racers,PSP, 2010,0.53,77.0
1295,84,God of War: Origins Collection,PS3, 2011,0.55,84.0
1296,96,The Elder Scrolls V: Skyrim,X360, 2011,3.88,81.0
1297,84,The Elder Scrolls V: Skyrim,Switch, 2017,3.88,81.0
1298,94,The Elder Scrolls V: Skyrim,PC, 2011,3.88,81.0
1299,92,The Elder Scrolls V: Skyrim,PS3, 2011,3.88,81.0
1300,76,.hack//Mutation Part 2,PS2, 2003,0.68,89.0
1301,81,Puzzle Quest 2,X360, 2010,0.11,58.0
1302,74,Puzzle Quest 2,DS, 2010,0.11,58.0
1303,78,Sonic Colors,WII, 2010,1.29,79.0
1304,79,Sonic Colors,DS, 2010,1.29,79.0
1305,73,Final Fantasy XI: Chains of Promathia,PC, 2004,0.25,80.0
1306,77,Final Fantasy XI: Chains of Promathia,PS2, 2004,0.25,80.0
1307,87,MotoGP 2,XBOX, 2003,0.1,85.0
1308,78,MotoGP 2,PS2, 2002,0.1,85.0
1309,70,Okage: Shadow King,PS2, 2001,0.36,85.0
1310,92,Rayman Origins,WII, 2011,0.08,84.0
1311,87,Rayman Origins,PS3, 2011,0.08,84.0
1312,88,Rayman Origins,VITA, 2012,0.08,84.0
1313,86,Rayman Origins,PC, 2012,0.08,84.0
1314,87,Rayman Origins,X360, 2011,0.08,84.0
1315,71,Rayman Origins,3DS, 2012,0.08,84.0
1316,85,Radiant Historia,DS, 2011,0.29,90.0
1317,80,Red Steel 2,WII, 2010,0.62,86.0
1318,53,MX vs. ATV Untamed,PS2, 2007,0.33,83.0
1319,70,MX vs. ATV Untamed,WII, 2008,0.33,83.0
1320,59,MX vs. ATV Untamed,PSP, 2007,0.33,83.0
1321,70,MX vs. ATV Untamed,X360, 2007,0.33,83.0
1322,67,MX vs. ATV Untamed,PS3, 2007,0.33,83.0
1323,65,RPG Maker II,PS2, 2003,0.13,88.0
1324,52,Warriors Orochi 2,PS2, 2008,0.06,81.0
