,metascore,title,console,date,Global_Sales,User_Score
5282,55,Rugby 2004,PC, 2003,0.22,68.0
5283,63,Phineas and Ferb: Across the 2nd Dimension,PS3, 2011,0.32,66.0
5284,80,Battlefield 2142,PC, 2006,0.03,68.0
5285,61,007: The World is not Enough,PS, 2000,0.92,67.0
5286,77,The Last Guy,PS3, 2008,0.03,69.0
5287,38,The Mummy: Tomb of the Dragon Emperor,PS2, 2008,0.09,64.0
5288,39,The Mummy: Tomb of the Dragon Emperor,WII, 2008,0.09,64.0
5289,73,Mario Party 9,WII, 2012,3.13,68.0
5290,54,Create,PC, 2010,0.06,68.0
5291,60,Create,X360, 2010,0.06,68.0
5292,61,Create,PS3, 2010,0.06,68.0
5293,74,Star Ocean: The Last Hope International,PS3, 2010,0.72,67.0
5294,64,Robinson: The Journey,PS4, 2016,0.12,69.0
5295,48,FlingSmash,WII, 2010,0.47,68.0
5296,67,CrossworDS,DS, 2008,0.55,68.0
5297,70,Nitroplus Blasterz: Heroines Infinite Duel,PS4, 2016,0.04,69.0
5298,60,Resident Evil 6,PS4, 2016,0.04,59.0
5299,63,Resident Evil 6,XONE, 2016,0.04,59.0
5300,69,Resident Evil 6,PC, 2013,0.04,59.0
5301,74,Resident Evil 6,PS3, 2012,0.04,59.0
5302,67,Resident Evil 6,X360, 2012,0.04,59.0
5303,63,Supreme Ruler: Cold War,PC, 2011,0.03,68.0
5304,44,Evolution Skateboarding,PS2, 2002,0.26,67.0
5305,79,F1 2013,X360, 2013,0.3,66.0
5306,77,F1 2013,PS3, 2013,0.3,66.0
5307,77,F1 2013,PC, 2013,0.3,66.0
5308,69,Frogger: Helmet Chaos,DS, 2005,0.11,64.0
5309,78,MotorStorm RC,VITA, 2012,0.06,68.0
5310,60,Online Chess Kingdoms,PSP, 2006,0.02,68.0
5311,65,Ferrari Challenge Trofeo Pirelli,WII, 2008,0.04,62.0
5312,71,Ferrari Challenge Trofeo Pirelli,PS3, 2008,0.04,62.0
5313,57,Endgame,PS2, 2002,0.08,68.0
5314,65,Resident Evil: Dead Aim,PS2, 2003,0.35,66.0
5315,73,Killzone: Shadow Fall,PS4, 2013,2.69,68.0
5316,49,Pirates of the Caribbean: The Curse of the Black Pearl,GBA, 2003,1.29,62.0
5317,46,Happy Feet,WII, 2006,0.14,67.0
5318,35,Valhalla Knights: Eldar Saga,WII, 2009,0.14,67.0
5319,87,Diablo III,X360, 2013,1.41,66.0
5320,86,Diablo III,PS3, 2013,1.41,66.0
5321,88,Diablo III,PC, 2012,1.41,66.0
5322,58,Army of Two: The Devil's Cartel,PS3, 2013,0.26,62.0
5323,54,Army of Two: The Devil's Cartel,X360, 2013,0.26,62.0
5324,53,Portal Runner,PS2, 2001,0.13,67.0
5325,66,Kinect Sports: Season Two,X360, 2011,2.34,65.0
5326,71,Jak and Daxter: The Lost Frontier,PSP, 2009,0.46,46.0
5327,72,Jak and Daxter: The Lost Frontier,PS2, 2009,0.46,46.0
5328,50,Record of Agarest War Zero,PS3, 2011,0.12,67.0
5329,54,World's Scariest Police Chases,PS, 2001,0.36,63.0
5330,70,Crash: Mind Over Mutant,WII, 2008,0.42,58.0
5331,60,Crash: Mind Over Mutant,X360, 2008,0.42,58.0
5332,73,Crash: Mind Over Mutant,PS2, 2008,0.42,58.0
5333,45,Crash: Mind Over Mutant,DS, 2008,0.42,58.0
5334,70,Take On Helicopters,PC, 2011,0.03,67.0
5335,63,DarkStar One: Broken Alliance,X360, 2010,0.2,72.0
5336,69,NHL 2K9,X360, 2008,0.06,54.0
5337,65,NHL 2K9,WII, 2008,0.06,54.0
5338,63,Robin Hood: Defender of the Crown,PC, 2003,0.19,56.0
5339,59,Robin Hood: Defender of the Crown,PS2, 2003,0.19,56.0
5340,63,Star Wars: Demolition,PS, 2000,0.46,65.0
5341,67,Star Wars: Demolition,DC, 2000,0.46,65.0
5342,47,Indianapolis 500 Legends,WII, 2007,0.13,67.0
5343,83,Final Fantasy XI: Treasures of Aht Urhgan,PC, 2006,0.23,71.0
5344,86,Shin Megami Tensei: Persona 3,PS2, 2007,0.45,84.0
5345,65,Spore Creatures,DS, 2008,1.06,65.0
5346,55,Warhammer: Battle March,X360, 2008,0.11,67.0
5347,63,The Order: 1886,PS4, 2015,1.74,66.0
5348,85,Far Cry 2,X360, 2008,0.48,58.0
5349,85,Far Cry 2,PS3, 2008,0.48,58.0
5350,85,Far Cry 2,PC, 2008,0.48,58.0
5351,81,Rage,X360, 2011,0.37,52.0
5352,81,Rage,PS3, 2011,0.37,52.0
5353,79,Rage,PC, 2011,0.37,52.0
5354,67,Crash Bandicoot Purple: Ripto's Rampage,GBA, 2004,0.64,66.0
5355,58,Jackass the Game,PSP, 2007,0.22,70.0
5356,58,Jackass the Game,PS2, 2007,0.22,70.0
5357,79,The New York Times Crosswords,DS, 2007,0.45,67.0
5358,75,Archer Maclean's Mercury,PSP, 2005,0.56,66.0
5359,37,Duke Nukem: Land of the Babes,PS, 2000,0.08,68.0
5360,86,Titanfall,XONE, 2014,0.56,62.0
5361,86,Titanfall,PC, 2014,0.56,62.0
5362,83,Titanfall,X360, 2014,0.56,62.0
5363,70,Atelier Annie: Alchemists of Sera Island,DS, 2009,0.12,67.0
5364,76,The Sims 2: Nightlife,PC, 2005,1.27,66.0
5365,69,Enchanted Arms,X360, 2006,0.19,69.0
5366,64,Enchanted Arms,PS3, 2007,0.19,69.0
5367,79,Tony Hawk's Proving Ground,DS, 2007,0.23,67.0
5368,73,Tony Hawk's Proving Ground,PS3, 2007,0.23,67.0
5369,57,Tony Hawk's Proving Ground,WII, 2007,0.23,67.0
5370,72,Tony Hawk's Proving Ground,X360, 2007,0.23,67.0
5371,43,America's Army: True Soldiers,X360, 2007,0.08,67.0
5372,60,James Noir's Hollywood Crimes,3DS, 2011,0.15,66.0
5373,43,The Legend of Alon D'ar,PS2, 2001,0.08,67.0
5374,74,Atelier Totori: The Adventurer of Arland,PS3, 2011,0.42,67.0
5375,58,Futurama,XBOX, 2003,0.05,69.0
5376,59,Futurama,PS2, 2003,0.05,69.0
5377,61,Disney's Aladdin in Nasira's Revenge,PS, 2001,0.09,83.0
5378,58,Aliens in the Attic,DS, 2009,0.05,60.0
5379,53,Dead or Alive Xtreme 2,X360, 2006,0.25,67.0
5380,52,Gangs of London,PSP, 2006,0.95,67.0
5381,64,Exit DS,DS, 2008,0.1,67.0
5382,73,Just Dance 2017,PS4, 2016,0.04,80.0
5383,73,Just Dance 2017,XONE, 2016,0.04,80.0
5384,72,Just Dance 2017,Switch, 2017,0.04,80.0
5385,55,Classic NES Series: Donkey Kong,GBA, 2004,0.73,48.0
5386,91,Overwatch,PC, 2016,0.53,68.0
5387,90,Overwatch,PS4, 2016,0.53,68.0
5388,91,Overwatch,XONE, 2016,0.53,68.0
5389,74,World Series of Poker 2008: Battle for the Bracelets,X360, 2007,0.08,67.0
5390,87,NBA 2K16,PS4, 2015,2.34,62.0
5391,86,NBA 2K16,XONE, 2015,2.34,62.0
5392,61,Ryse: Son of Rome,PC, 2014,1.38,61.0
5393,60,Ryse: Son of Rome,XONE, 2013,1.38,61.0
5394,59,Mind Zero,VITA, 2014,0.1,60.0
5395,81,SoulCalibur V,PS3, 2012,0.58,62.0
5396,77,SoulCalibur V,X360, 2012,0.58,62.0
5397,52,Naruto: Uzumaki Chronicles 2,PS2, 2007,0.58,69.0
5398,63,Ridge Racer DS,DS, 2004,0.15,67.0
5399,78,Contra: Shattered Soldier,PS2, 2002,0.58,66.0
5400,69,Invizimals: The Alliance,VITA, 2014,0.08,68.0
5401,58,Rocky Balboa,PSP, 2007,0.1,66.0
5402,67,Operation Flashpoint: Red River,PS3, 2011,0.07,49.0
5403,69,Operation Flashpoint: Red River,X360, 2011,0.07,49.0
5404,67,Operation Flashpoint: Red River,PC, 2011,0.07,49.0
5405,89,Fable II,X360, 2008,4.27,65.0
5406,44,Zoo Tycoon DS,DS, 2005,0.98,66.0
5407,70,Let's TAP,WII, 2009,0.17,66.0
5408,73,Crash of the Titans,DS, 2007,0.32,63.0
5409,65,Crash of the Titans,X360, 2007,0.32,63.0
5410,70,Crash of the Titans,PS2, 2007,0.32,63.0
5411,69,Crash of the Titans,WII, 2007,0.32,63.0
5412,46,Kakuto Chojin,XBOX, 2002,0.05,72.0
5413,48,Digimon World 4,PS2, 2005,0.03,88.0
5414,48,Stormrise,X360, 2009,0.02,49.0
5415,51,Stormrise,PS3, 2009,0.02,49.0
5416,42,Stormrise,PC, 2009,0.02,49.0
5417,83,Shin Megami Tensei IV,3DS, 2013,0.58,83.0
5418,62,Goat Simulator,PC, 2014,0.01,63.0
5419,53,Goat Simulator,XONE, 2015,0.01,63.0
5420,58,Goat Simulator,PS4, 2015,0.01,63.0
5421,38,Godzilla Unleashed,PS2, 2007,0.16,72.0
5422,63,SBK: Snowboard Kids,DS, 2005,0.02,65.0
5423,50,Ford Racing 3,PS2, 2005,0.26,66.0
5424,63,Blue Dragon: Awakened Shadow,DS, 2010,0.1,66.0
5425,82,Neverwinter Nights 2,PC, 2006,0.02,65.0
5426,67,Doom 3 BFG Edition,X360, 2012,0.03,53.0
5427,67,Doom 3 BFG Edition,PS3, 2012,0.03,53.0
5428,59,Doom 3 BFG Edition,PC, 2012,0.03,53.0
5429,82,GRID 2,PS3, 2013,0.06,57.0
5430,80,GRID 2,PC, 2013,0.06,57.0
5431,78,GRID 2,X360, 2013,0.06,57.0
5432,84,Disgaea 2: Cursed Memories,PS2, 2006,0.33,64.0
5433,59,The Fast and the Furious,PS2, 2006,0.02,53.0
5434,58,The Fast and the Furious,PSP, 2007,0.02,53.0
5435,61,Hunted: The Demon's Forge,PC, 2011,0.05,66.0
5436,57,Hunted: The Demon's Forge,PS3, 2011,0.05,66.0
5437,61,Hunted: The Demon's Forge,X360, 2011,0.05,66.0
5438,88,FIFA Soccer 13,PS3, 2012,0.29,37.0
5439,86,FIFA Soccer 13,PC, 2012,0.29,37.0
5440,69,FIFA Soccer 13,WIIU, 2012,0.29,37.0
5441,90,FIFA Soccer 13,X360, 2012,0.29,37.0
5442,57,FIFA Soccer 13,VITA, 2012,0.29,37.0
5443,78,Breath of Fire: Dragon Quarter,PS2, 2003,0.19,69.0
5444,70,Naruto: Ultimate Ninja Heroes,PSP, 2007,0.26,66.0
5445,53,Tony Hawk: Shred,X360, 2010,0.26,66.0
5446,67,Pony Friends,DS, 2007,0.04,66.0
5447,75,Def Jam Rapstar,PS3, 2010,0.29,54.0
5448,74,Def Jam Rapstar,X360, 2010,0.29,54.0
5449,53,Pokemon Battle Revolution,WII, 2007,1.58,67.0
5450,71,Battle Fantasia,X360, 2008,0.09,66.0
5451,67,Battle Fantasia,PS3, 2009,0.09,66.0
5452,62,Ship Simulator 2008,PC, 2008,0.01,66.0
5453,59,The Lord of the Rings: The Fellowship of the Ring,XBOX, 2002,0.53,66.0
5454,51,The Lord of the Rings: The Fellowship of the Ring,GBA, 2002,0.53,66.0
5455,59,The Lord of the Rings: The Fellowship of the Ring,PC, 2002,0.53,66.0
5456,59,The Lord of the Rings: The Fellowship of the Ring,PS2, 2002,0.53,66.0
5457,73,Driver 2 Advance,GBA, 2002,0.34,66.0
5458,87,Fallout 4,PS4, 2015,1.29,54.0
5459,88,Fallout 4,XONE, 2015,1.29,54.0
5460,84,Fallout 4,PC, 2015,1.29,54.0
5461,74,Lara Croft and the Temple of Osiris,PS4, 2014,0.02,54.0
5462,72,Lara Croft and the Temple of Osiris,XONE, 2014,0.02,54.0
5463,73,Lara Croft and the Temple of Osiris,PC, 2014,0.02,54.0
5464,66,Monopoly Streets,X360, 2010,0.28,66.0
5465,64,Monopoly Streets,PS3, 2010,0.28,66.0
5466,65,Monopoly Streets,WII, 2010,0.28,66.0
5467,74,Meteos: Disney Magic,DS, 2007,0.04,66.0
5468,77,Guilty Gear Judgment,PSP, 2006,0.16,66.0
5469,55,Marvel Super Hero Squad: The Infinity Gauntlet,X360, 2010,0.15,63.0
5470,45,Brothers in Arms: Double Time,WII, 2008,0.13,66.0
5471,69,Destruction Derby Raw,PS, 2000,0.14,73.0
5472,60,Touch Detective,DS, 2006,0.09,68.0
5473,42,Rock Revolution,PS3, 2008,0.27,66.0
5474,38,Rock Revolution,X360, 2008,0.27,66.0
5475,75,Chicken Run,PS, 2000,0.13,62.0
5476,78,Metal Slug 3,X360, 2008,0.1,51.0
5477,76,Metal Slug 3,XBOX, 2004,0.1,51.0
5478,43,Devil's Third,WIIU, 2015,0.06,65.0
5479,59,Amazing Island,GC, 2004,0.06,66.0
5480,65,Resident Evil: The Mercenaries 3D,3DS, 2011,0.49,64.0
5481,71,P.T.O. IV: Pacific Theater of Operations,PS2, 2003,0.08,66.0
5482,57,Army Corps of Hell,VITA, 2012,0.09,66.0
5483,77,RalliSport Challenge,PC, 2002,0.57,83.0
5484,70,Atelier Ayesha: The Alchemist of Dusk,PS3, 2013,0.26,66.0
5485,79,Metroid: Other M,WII, 2010,1.34,65.0
5486,53,Inversion,X360, 2012,0.01,67.0
5487,56,Inversion,PS3, 2012,0.01,67.0
5488,70,UFC Personal Trainer: The Ultimate Fitness System,X360, 2011,0.19,24.0
5489,65,UFC Personal Trainer: The Ultimate Fitness System,PS3, 2011,0.19,24.0
5490,69,Blue Dragon Plus,DS, 2009,0.21,65.0
5491,69,Combat Flight Simulator 3: Battle for Europe,PC, 2002,0.02,65.0
5492,82,NCAA Football 12,X360, 2011,0.83,58.0
5493,82,NCAA Football 12,PS3, 2011,0.83,58.0
5494,61,Shining Tears,PS2, 2005,0.09,65.0
5495,60,Off-Road Drive,PC, 2011,0.04,64.0
5496,65,Tao Feng: Fist of the Lotus,XBOX, 2003,0.27,65.0
5497,51,Knights Contract,PS3, 2011,0.08,56.0
5498,49,Knights Contract,X360, 2011,0.08,56.0
5499,47,Supremacy MMA,PS3, 2011,0.08,62.0
5500,49,Supremacy MMA,X360, 2011,0.08,62.0
5501,55,Haze,PS3, 2008,0.99,65.0
5502,70,World Tour Soccer,PSP, 2005,1.07,56.0
5503,67,Oil Rush,PC, 2011,0.02,65.0
5504,39,Resident Evil: Survivor,PS, 2000,0.71,70.0
5505,59,Transformers: Dark of the Moon,X360, 2011,0.28,67.0
5506,57,Transformers: Dark of the Moon,PS3, 2011,0.28,67.0
5507,56,Dragoneer's Aria,PSP, 2007,0.07,60.0
5508,49,MLB Front Office Manager,PS3, 2009,0.07,46.0
5509,47,MLB Front Office Manager,X360, 2009,0.07,46.0
5510,40,Family Guy: Back to the Multiverse,PS3, 2012,0.25,50.0
5511,39,Family Guy: Back to the Multiverse,X360, 2012,0.25,50.0
5512,60,Leisure Suit Larry: Magna Cum Laude,PS2, 2004,0.17,64.0
5513,62,Leisure Suit Larry: Magna Cum Laude,XBOX, 2004,0.17,64.0
5514,59,Leisure Suit Larry: Magna Cum Laude,PC, 2004,0.17,64.0
5515,59,Coded Arms,PSP, 2005,0.75,65.0
5516,62,Rumble Roses XX,X360, 2006,0.13,66.0
5517,85,NBA 2K14,PS4, 2013,0.91,57.0
5518,86,NBA 2K14,XONE, 2013,0.91,57.0
5519,84,NBA 2K14,PS3, 2013,0.91,57.0
5520,87,NBA 2K14,X360, 2013,0.91,57.0
5521,75,Unreal II: The Awakening,PC, 2003,0.21,53.0
5522,64,Unreal II: The Awakening,XBOX, 2004,0.21,53.0
5523,79,Rock Band 4,XONE, 2015,0.38,63.0
5524,78,Rock Band 4,PS4, 2015,0.38,63.0
5525,61,Shaun White Skateboarding,PS3, 2010,0.16,53.0
5526,61,Shaun White Skateboarding,X360, 2010,0.16,53.0
5527,52,NCAA Final Four 2002,PS2, 2001,0.31,65.0
5528,76,Persona 4: Dancing All Night,VITA, 2015,0.32,86.0
5529,58,Wii Play,WII, 2007,28.92,66.0
5530,62,Aedis Eclipse: Generation of Chaos,PSP, 2007,0.02,65.0
5531,41,Transformers: Cybertron Adventures,WII, 2010,0.27,65.0
5532,46,Winter Stars,X360, 2011,0.09,65.0
5533,46,Disney's PK: Out of the Shadows,GC, 2002,0.12,50.0
5534,49,Disney's PK: Out of the Shadows,PS2, 2002,0.12,50.0
5535,58,Game of Thrones,PC, 2012,0.08,65.0
5536,53,Game of Thrones,PS3, 2012,0.08,65.0
5537,52,Game of Thrones,X360, 2012,0.08,65.0
5538,75,DiRT Showdown,X360, 2012,0.18,63.0
5539,75,DiRT Showdown,PS3, 2012,0.18,63.0
5540,72,DiRT Showdown,PC, 2012,0.18,63.0
5541,66,Ape Escape: On the Loose,PSP, 2005,0.7,64.0
5542,56,Naruto: Ninja Council 3,DS, 2007,0.42,65.0
5543,88,Call of Duty: Black Ops,PS3, 2010,0.58,60.0
5544,87,Call of Duty: Black Ops,X360, 2010,0.58,60.0
5545,74,Call of Duty: Black Ops,DS, 2010,0.58,60.0
5546,80,Call of Duty: Black Ops,WII, 2010,0.58,60.0
5547,81,Call of Duty: Black Ops,PC, 2010,0.58,60.0
5548,54,Ghost Rider,PS2, 2007,0.24,57.0
5549,49,Ghost Rider,PSP, 2007,0.24,57.0
5550,69,Castlevania Chronicles,PS, 2001,0.13,70.0
5551,61,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP, 2010,0.38,66.0
5552,58,Iron Phoenix,XBOX, 2005,0.02,65.0
5553,56,Army Men: Sarge's War,GC, 2004,0.15,67.0
5554,60,Pac-Man and the Ghostly Adventures 2,X360, 2014,0.09,63.0
5555,59,Pac-Man and the Ghostly Adventures 2,PS3, 2014,0.09,63.0
5556,72,Blood Bowl,PC, 2009,0.04,65.0
5557,61,Blood Bowl,PSP, 2010,0.04,65.0
5558,61,Blood Bowl,X360, 2010,0.04,65.0
5559,69,Freaky Flyers,GC, 2003,0.01,65.0
5560,83,Persona Q: Shadow of the Labyrinth,3DS, 2014,0.72,81.0
5561,62,Eternal Ring,PS2, 2000,0.3,53.0
5562,80,Fable III,X360, 2010,0.32,54.0
5563,75,Fable III,PC, 2011,0.32,54.0
5564,66,NASCAR 2001,PS2, 2000,0.7,66.0
5565,73,NASCAR 2001,PS, 2000,0.7,66.0
5566,47,50 Cent: Bulletproof,PS2, 2005,0.44,59.0
5567,50,50 Cent: Bulletproof,XBOX, 2005,0.44,59.0
5568,58,Drakengard 2,PS2, 2006,0.13,55.0
5569,61,Medieval Moves: Deadmund's Quest,PS3, 2011,0.28,65.0
5570,61,Rayman 3D,3DS, 2011,0.64,66.0
5571,60,Spyro Orange: The Cortex Conspiracy,GBA, 2004,0.57,70.0
5572,54,NBA Ballers: Chosen One,PS3, 2008,0.14,65.0
5573,55,NBA Ballers: Chosen One,X360, 2008,0.14,65.0
5574,54,Knack,PS4, 2013,1.73,65.0
5575,64,Grand Ages: Medieval,PS4, 2015,0.05,54.0
5576,63,Grand Ages: Medieval,PC, 2015,0.05,54.0
5577,51,Legion: The Legend of Excalibur,PS2, 2002,0.22,70.0
5578,54,Lost: Via Domus,PS3, 2008,0.02,60.0
5579,55,Lost: Via Domus,X360, 2008,0.02,60.0
5580,52,Lost: Via Domus,PC, 2008,0.02,60.0
5581,54,FaceBreaker,X360, 2008,0.17,38.0
5582,53,FaceBreaker,PS3, 2008,0.17,38.0
5583,84,Halo 5: Guardians,XONE, 2015,4.48,64.0
5584,61,Kinect Adventures!,X360, 2010,21.81,63.0
5585,77,BlazBlue: Continuum Shift II,PSP, 2011,0.11,61.0
5586,64,BlazBlue: Continuum Shift II,3DS, 2011,0.11,61.0
5587,67,Shrek SuperSlam,PS2, 2005,0.09,93.0
5588,71,Shrek SuperSlam,XBOX, 2005,0.09,93.0
5589,70,Shrek SuperSlam,GC, 2005,0.09,93.0
5590,94,Call of Duty: Modern Warfare 2,PS3, 2009,0.88,42.0
5591,94,Call of Duty: Modern Warfare 2,X360, 2009,0.88,42.0
5592,86,Call of Duty: Modern Warfare 2,PC, 2009,0.88,42.0
5593,68,Medal of Honor: Rising Sun,GC, 2003,0.42,64.0
5594,60,Blade Dancer: Lineage of Light,PSP, 2006,0.06,69.0
5595,66,Disney's A Christmas Carol,DS, 2009,0.23,65.0
5596,68,Devil May Cry 2,PS2, 2003,1.97,66.0
5597,78,Dead Space 3,X360, 2013,0.19,60.0
5598,76,Dead Space 3,PS3, 2013,0.19,60.0
5599,78,Dead Space 3,PC, 2013,0.19,60.0
5600,70,Dungeon Maker: Hunting Ground,PSP, 2007,0.03,64.0
5601,69,SimCity DS,DS, 2007,0.6,63.0
5602,67,Galleon: Islands of Mystery,XBOX, 2004,0.03,70.0
5603,73,The Crew: Wild Run,PS4, 2015,0.02,74.0
5604,64,Samurai Warriors: State of War,PSP, 2006,0.18,64.0
5605,49,Namco Museum Remix,WII, 2007,0.74,63.0
5606,54,Pac-Man Fever,GC, 2002,0.28,63.0
5607,47,Pac-Man Fever,PS2, 2002,0.28,63.0
5608,72,Super Dragon Ball Z,PS2, 2006,0.37,58.0
5609,60,Special Forces: Nemesis Strike,XBOX, 2005,0.03,65.0
5610,60,Cold War,XBOX, 2005,0.02,80.0
5611,64,Cold War,PC, 2005,0.02,80.0
5612,63,Monsters vs. Aliens,X360, 2009,0.03,62.0
5613,63,Monsters vs. Aliens,PC, 2009,0.03,62.0
5614,66,Monsters vs. Aliens,PS3, 2009,0.03,62.0
5615,57,Aegis of Earth: Protonovus Assault,PS4, 2016,0.03,78.0
5616,45,Rodea the Sky Soldier,WIIU, 2015,0.04,56.0
5617,45,Rodea the Sky Soldier,3DS, 2015,0.04,56.0
5618,61,Dead Rising: Chop Till You Drop,WII, 2009,0.29,65.0
5619,62,Line Rider 2: Unbound,WII, 2008,0.02,64.0
5620,59,Line Rider 2: Unbound,DS, 2008,0.02,64.0
5621,52,Lara Croft Tomb Raider: The Angel of Darkness,PS2, 2003,1.25,62.0
5622,49,Lara Croft Tomb Raider: The Angel of Darkness,PC, 2003,1.25,62.0
5623,65,F1 2015,PS4, 2015,0.05,36.0
5624,64,F1 2015,XONE, 2015,0.05,36.0
5625,61,F1 2015,PC, 2015,0.05,36.0
5626,66,The Golf Club,PS4, 2014,0.03,54.0
5627,70,The Golf Club,PC, 2014,0.03,54.0
5628,64,The Golf Club,XONE, 2014,0.03,54.0
5629,66,Mario Party 10,WIIU, 2015,1.58,65.0
5630,73,Blood Bowl: Legendary Edition,PC, 2010,0.02,64.0
5631,68,Test Drive Unlimited 2,X360, 2011,0.19,57.0
5632,70,Test Drive Unlimited 2,PS3, 2011,0.19,57.0
5633,72,Test Drive Unlimited 2,PC, 2011,0.19,57.0
5634,62,Watch Dogs,WIIU, 2014,0.13,64.0
5635,80,Watch Dogs,PS4, 2014,0.13,64.0
5636,78,Watch Dogs,XONE, 2014,0.13,64.0
5637,77,Watch Dogs,PC, 2014,0.13,64.0
5638,57,Dragon Ball Z: Harukanaru Densetsu,DS, 2007,0.2,62.0
5639,67,SOCOM 4: U.S. Navy SEALs,PS3, 2011,0.89,63.0
5640,49,Toy Story Mania!,WII, 2009,1.88,66.0
5641,63,The Adventures of Tintin: The Game,X360, 2011,0.15,57.0
5642,59,The Adventures of Tintin: The Game,PS3, 2011,0.15,57.0
5643,56,The Adventures of Tintin: The Game,3DS, 2011,0.15,57.0
5644,66,Super Stardust Ultra VR,PS4, 2016,0.01,62.0
5645,56,Don King Presents: Prizefighter,X360, 2008,0.25,64.0
5646,64,King of Fighters: Maximum Impact,PS2, 2004,0.26,69.0
5647,68,Major League Baseball 2K12,X360, 2012,0.19,44.0
5648,68,Major League Baseball 2K12,PS3, 2012,0.19,44.0
5649,97,NFL 2K1,DC, 2000,1.09,60.0
5650,68,Legasista,PS3, 2012,0.04,63.0
5651,63,DanceMasters,X360, 2010,0.19,59.0
5652,57,Spy Hunter 2,PS2, 2003,0.49,64.0
5653,61,Robotech: The Macross Saga,GBA, 2002,0.21,65.0
5654,51,Ape Escape Academy,PSP, 2006,0.33,58.0
5655,53,Lair,PS3, 2007,0.51,64.0
5656,88,NBA 2K17,PS4, 2016,0.01,63.0
5657,90,NBA 2K17,XONE, 2016,0.01,63.0
5658,65,Afro Samurai,PS3, 2009,0.2,61.0
5659,65,Afro Samurai,X360, 2009,0.2,61.0
5660,58,Pokemon Rumble World,3DS, 2015,0.09,64.0
5661,87,FIFA 14,PS4, 2013,0.4,46.0
5662,88,FIFA 14,XONE, 2013,0.4,46.0
5663,86,FIFA 14,PS3, 2013,0.4,46.0
5664,84,FIFA 14,X360, 2013,0.4,46.0
5665,64,Puzzle Kingdoms,DS, 2009,0.13,63.0
5666,73,Real World Golf,PS2, 2006,0.11,63.0
5667,51,Code Lyoko: Fall of X.A.N.A.,DS, 2008,0.08,63.0
5668,51,Evil Dead: Hail to the King,PS, 2000,0.27,60.0
5669,49,Evil Dead: Hail to the King,DC, 2000,0.27,60.0
5670,40,Evil Dead: Hail to the King,PC, 2001,0.27,60.0
5671,72,Capcom Classics Collection Remixed,PSP, 2006,0.3,70.0
5672,61,Shadow Ops: Red Mercury,PC, 2004,0.15,61.0
5673,61,Shadow Ops: Red Mercury,XBOX, 2004,0.15,61.0
5674,43,ECW Anarchy Rulz,PS, 2000,0.11,63.0
5675,71,Scribblenauts Unmasked: A DC Comics Adventure,WIIU, 2013,0.1,62.0
5676,68,Scribblenauts Unmasked: A DC Comics Adventure,3DS, 2013,0.1,62.0
5677,68,Scribblenauts Unmasked: A DC Comics Adventure,PC, 2013,0.1,62.0
5678,70,Hellgate: London,PC, 2007,0.02,63.0
5679,63,Hasbro Family Game Night 2,WII, 2009,1.35,63.0
5680,67,Dewy's Adventure,WII, 2007,0.16,63.0
5681,78,Far Cry Instincts Evolution,XBOX, 2006,0.08,63.0
5682,68,Smash Court Tennis 3,PSP, 2007,0.04,63.0
5683,69,Sonic and the Secret Rings,WII, 2007,2.73,66.0
5684,50,Dragon Rage,PS2, 2001,0.06,64.0
5685,75,Payday 2,X360, 2013,0.05,34.0
5686,74,Payday 2,PS3, 2013,0.05,34.0
5687,60,Payday 2,Switch, 2018,0.05,34.0
5688,79,Payday 2,PC, 2013,0.05,34.0
5689,48,Ephemeral Fantasia,PS2, 2001,0.08,63.0
5690,62,Cloudy With a Chance of Meatballs,X360, 2009,0.09,65.0
5691,66,Cloudy With a Chance of Meatballs,PS3, 2009,0.09,65.0
5692,58,Virtua Striker 2002,GC, 2002,0.05,60.0
5693,57,Dead Island: Riptide,X360, 2013,0.07,60.0
5694,61,Dead Island: Riptide,PC, 2013,0.07,60.0
5695,62,Dead Island: Riptide,PS3, 2013,0.07,60.0
5696,52,The First Templar,X360, 2011,0.08,58.0
5697,57,The First Templar,PC, 2011,0.08,58.0
5698,54,Dream Trigger 3D,3DS, 2011,0.07,63.0
5699,49,Get On Da Mic,PS2, 2004,0.15,63.0
5700,64,Need for Speed: The Run,PS3, 2011,0.19,60.0
5701,68,Need for Speed: The Run,X360, 2011,0.19,60.0
5702,65,Need for Speed: The Run,3DS, 2011,0.19,60.0
5703,69,Need for Speed: The Run,PC, 2011,0.19,60.0
5704,53,Valhalla Knights,PSP, 2007,0.24,63.0
5705,80,Madden NFL 15,XONE, 2014,1.57,64.0
5706,81,Madden NFL 15,PS4, 2014,1.57,64.0
5707,77,Borderlands: The Pre-Sequel,PS3, 2014,0.29,62.0
5708,75,Borderlands: The Pre-Sequel,PC, 2014,0.29,62.0
5709,74,Borderlands: The Pre-Sequel,X360, 2014,0.29,62.0
5710,51,Family Guy,PSP, 2006,0.19,63.0
5711,50,Family Guy,PS2, 2006,0.19,63.0
5712,53,Family Guy,XBOX, 2006,0.19,63.0
5713,58,Yanya Caballista: City Skater,PS2, 2001,0.05,63.0
5714,77,NCAA Football 14,PS3, 2013,0.84,62.0
5715,77,NCAA Football 14,X360, 2013,0.84,62.0
5716,62,Mario Party 8,WII, 2007,8.27,63.0
