,console,date,metascore,name,tot_sale,userscore
1918,PC,0,86.0,Homeworld Remastered Collection,0.01,82.0
1919,PC,2007,86.0,Worldwide Soccer Manager 2008,1.12,80.0
1920,PC,2016,65.0,Sherlock Holmes: The Devil's Daughter,0.01,73.0
1921,PC,2007,72.0,Rail Simulator,0.01,69.0
1922,PC,2001,91.0,IL-2 Sturmovik,0.01,88.0
1923,PC,2008,83.0,Worldwide Soccer Manager 2009,1.15,81.0
1924,PC,2016,71.0,Battle Worlds: Kronos,0.01,71.0
1925,PC,2012,86.0,Football Manager 2013,1.15,67.0
1926,PC,2016,86.0,DiRT Rally,0.03,87.0
1927,PC,2008,84.0,Spore,1.17,53.0
1928,PC,2007,57.0,Spider-Man: Friend or Foe,0.01,53.0
1929,PC,2009,75.0,BattleForge,0.01,70.0
1930,PC,2016,73.0,Song of the Deep,0.03,63.0
1931,PC,2002,91.0,Neverwinter Nights,0.03,82.0
1932,PC,2015,81.0,Wasteland 2,0.1,73.0
1933,PC,2016,88.0,XCOM 2,0.23,71.0
1934,PC,2012,84.0,The Binding of Isaac,0.03,83.0
1935,PC,2009,80.0,Men of War,0.03,81.0
1936,PC,2007,61.0,F.E.A.R. Perseus Mandate,0.01,73.0
1937,PC,2012,80.0,F1 2012,0.15,69.0
1938,PC,2012,76.0,Spec Ops: The Line,0.23,82.0
1939,PC,2011,75.0,Stronghold Kingdoms,0.11,49.0
1940,PC,2009,79.0,Overlord II,0.03,81.0
1941,PS,1997,86.0,Monster Rancher,1.01,83.0
1942,PS,2000,90.0,Madden NFL 2001,1.67,68.0
1943,PS,2001,87.0,Tony Hawk's Pro Skater 3,1.67,83.0
1944,PS,2000,74.0,Army Men: Air Attack 2,0.3,53.0
1945,PS,1996,91.0,Tomb Raider,4.63,86.0
1946,PS,2001,48.0,Spec Ops: Ranger Elite,0.87,66.0
1947,PS,1998,91.0,Crash Bandicoot 3: Warped,7.13,89.0
1948,PS,1999,89.0,Grandia,0.25,66.0
1949,PS,1999,79.0,Parasite Eve II,0.58,90.0
1950,PS,1999,51.0,Digimon Digital Card Battle,0.11,90.0
1951,PS,1998,88.0,R4: Ridge Racer Type 4,2.06,92.0
1952,PS,2001,65.0,Mega Man X6,0.42,68.0
1953,PS,2000,75.0,Chicken Run,0.13,62.0
1954,PS,1998,81.0,Parasite Eve,2.1,89.0
1955,PS,2000,51.0,Evil Dead: Hail to the King,0.27,60.0
1956,PS,2001,69.0,NASCAR Thunder 2002,0.42,69.0
1957,PS,2000,62.0,Driver 2,4.73,77.0
1958,PS,1999,81.0,Valkyrie Profile,0.81,88.0
1959,PS,1999,89.0,WipEout 3,0.34,85.0
1960,PS,2000,88.0,NHL 2001,0.63,77.0
1961,PS,1997,91.0,Colony Wars,0.42,78.0
1962,PS,1998,69.0,Silhouette Mirage,0.05,75.0
1963,PS,2000,54.0,Buzz Lightyear of Star Command,0.63,53.0
1964,PS,2000,78.0,Tales of Destiny II,0.81,87.0
1965,PS,1997,93.0,Castlevania: Symphony of the Night,1.27,94.0
1966,PS,2001,81.0,FIFA Soccer 2002,0.15,64.0
1967,PS,2000,98.0,Tony Hawk's Pro Skater 2,4.68,77.0
1968,PS,2001,85.0,Metal Slug X,0.09,88.0
1969,PS,2000,74.0,Dance Dance Revolution Disney Mix,0.04,83.0
1970,PS,1999,86.0,Lunar 2: Eternal Blue Complete,0.35,89.0
1971,PS,1999,66.0,Bust A Groove 2,0.26,89.0
1972,PS,2000,73.0,NASCAR 2001,0.81,61.0
1973,PS,2000,65.0,Disney's Donald Duck: Goin' Quackers,0.15,70.0
1974,PS,1998,62.0,Vanguard Bandits,0.07,74.0
1975,PS,1997,96.0,Gran Turismo,10.95,87.0
1976,PS,2001,72.0,Looney Tunes: Sheep Raider,0.12,88.0
1977,PS,1999,80.0,Incredible Crisis,0.08,75.0
1978,PS,1999,90.0,Final Fantasy VIII,7.86,86.0
1979,PS,2001,80.0,Mat Hoffman's Pro BMX,0.54,86.0
1980,PS,2000,86.0,NBA Live 2001,1.25,80.0
1981,PS,2001,67.0,Dave Mirra Freestyle BMX: Maximum Remix,0.27,81.0
1982,PS,2000,86.0,Medal of Honor: Underground,0.97,90.0
1983,PS,1999,94.0,Chrono Cross,1.86,81.0
1984,PS,1999,73.0,Saiyuki: Journey West,0.05,71.0
1985,PS,2000,69.0,Destruction Derby Raw,0.14,73.0
1986,PS,1997,86.0,Alundra,0.23,90.0
1987,PS,1999,74.0,The Legend of Dragoon,1.86,84.0
1988,PS,1998,92.0,Medal of Honor,2.67,86.0
1989,PS,2001,30.0,The Powerpuff Girls: Chemical X-Traction,0.25,63.0
1990,PS,2001,84.0,Fear Effect 2: Retro Helix,0.18,89.0
1991,PS,2001,53.0,Ford Racing,0.86,58.0
1992,PS,2000,92.0,Vagrant Story,0.87,83.0
1993,PS,1996,93.0,WipEout XL,0.25,87.0
1994,PS,1998,81.0,Brave Fencer Musashi,1.14,85.0
1995,PS,1996,92.0,PaRappa The Rapper,1.92,74.0
1996,PS,2000,85.0,Rollcage Stage II,0.09,89.0
1997,PS,2000,77.0,Tenchu 2: Birth of the Stealth Assassins,0.58,87.0
1998,PS,1997,85.0,Oddworld: Abe's Oddysee,1.24,90.0
1999,PS,1999,93.0,Gran Turismo 2,9.49,90.0
2000,PS,1998,96.0,Tekken 3,7.16,91.0
2001,PS,1998,88.0,Oddworld: Abe's Exoddus,0.99,91.0
2002,PS,0,51.0,Twisted Metal: Small Brawl,0.18,76.0
2003,PS,2000,83.0,Persona 2: Eternal Punishment,0.35,84.0
2004,PS,2001,72.0,X-Men: Mutant Academy 2,0.72,84.0
2005,PS,2000,61.0,Alien Resurrection,0.16,75.0
2006,PS,2001,64.0,Digimon Rumble Arena,0.02,88.0
2007,PS,2000,42.0,Digimon World 2,0.58,76.0
2008,PS,2001,26.0,KISS Pinball,0.31,38.0
2009,PS,2001,54.0,World's Scariest Police Chases,0.36,63.0
2010,PS,2000,51.0,007 Racing,0.53,46.0
2011,PS,2000,68.0,Ball Breakers,0.18,53.0
2012,PS,0,77.0,Alone in the Dark: The New Nightmare,0.16,81.0
2013,PS,1998,84.0,Dead or Alive,0.28,86.0
2014,PS,1994,69.0,Battle Arena Toshinden,1.27,63.0
2015,PS,1997,87.0,Tenchu: Stealth Assassins,1.99,88.0
2016,PS,2000,37.0,Duke Nukem: Land of the Babes,0.08,68.0
2017,PS,2000,39.0,Resident Evil: Survivor,0.71,70.0
2018,PS,2000,53.0,Ultimate Fighting Championship,0.25,74.0
2019,PS,1997,92.0,Final Fantasy VII,9.72,92.0
2020,PS,1999,57.0,Dragon Valor,0.07,83.0
2021,PS,2001,64.0,Harry Potter and the Sorcerer's Stone,3.73,75.0
2022,PS,1999,90.0,Ape Escape,1.63,88.0
2023,PS,2000,61.0,Disney's Aladdin in Nasira's Revenge,0.09,83.0
2024,PS,2001,62.0,NFL GameDay 2002,0.4,88.0
2025,PS,1998,89.0,Resident Evil 2,5.82,92.0
2026,PS,2000,78.0,Point Blank 3,0.02,84.0
2027,PS,2000,82.0,Dave Mirra Freestyle BMX,1.05,84.0
2028,PS,1997,83.0,Ace Combat 2,0.89,82.0
2029,PS,2001,69.0,Castlevania Chronicles,0.13,70.0
2030,PS,2000,76.0,Mega Man Legends 2,0.42,88.0
2031,PS,2000,68.0,Crash Bash,3.39,82.0
2032,PS,2000,83.0,Breath of Fire IV,0.56,89.0
2033,PS,0,91.0,Legacy of Kain: Soul Reaver,1.04,90.0
2034,PS,2000,69.0,Strider 2,0.08,81.0
2035,PS,2000,62.0,Hogs of War,0.02,88.0
2036,PS,2000,66.0,Disney's The Emperor's New Groove,0.31,72.0
2037,PS,1996,91.0,Resident Evil,5.05,90.0
2038,PS,2001,63.0,The Weakest Link,0.09,72.0
2039,PS,1998,78.0,Lunar: Silver Star Story Complete,0.55,91.0
2040,PS,2001,34.0,Motocross Mania,0.79,53.0
2041,PS,2000,30.0,Disney's The Lion King: Simba's Mighty Adventure,0.15,69.0
2042,PS,1996,89.0,Tekken 2,5.74,89.0
2043,PS,2001,81.0,NBA Live 2002,0.52,88.0
2044,PS,1999,92.0,Tony Hawk's Pro Skater,5.02,92.0
2045,PS,1999,77.0,Frogger 2: Swampy's Revenge,1.43,79.0
2046,PS,2001,64.0,Martian Gothic: Unification,0.11,61.0
2047,PS,1999,82.0,Harvest Moon: Back to Nature,0.32,93.0
2048,PS,2000,35.0,World Destruction League: Thunder Tanks,0.17,12.0
2049,PS,2000,63.0,Star Wars: Demolition,0.46,65.0
2050,PS,2002,69.0,InuYasha: A Feudal Fairy Tale,0.11,90.0
2051,PS,2001,71.0,Time Crisis: Project Titan,0.05,67.0
2052,PS,1999,43.0,ECW Anarchy Rulz,0.11,63.0
2053,PS,2000,94.0,Final Fantasy IX,5.3,89.0
2054,PS,2001,62.0,Hoshigami: Ruining Blue Earth,0.05,87.0
2055,PS,1997,79.0,RayStorm,0.07,78.0
2056,PS,2000,90.0,Colin McRae Rally 2.0,0.91,87.0
2057,PS,1998,61.0,Gundam Battle Assault,0.23,78.0
2058,PS,1998,84.0,Xenogears,1.46,84.0
2059,PS,2001,65.0,"Monsters, Inc. Scream Team",0.56,69.0
2060,PS,2001,58.0,Darkstone,0.66,83.0
2061,PS,2000,87.0,Spider-Man,3.13,90.0
2062,PS,2001,88.0,Madden NFL 2002,1.39,80.0
2063,PS,1998,94.0,ISS Pro Evolution,0.76,87.0
2064,PS,2001,73.0,Disney's Atlantis: The Lost Empire,0.17,85.0
2065,PS,1996,83.0,Super Puzzle Fighter II Turbo,0.14,74.0
2066,PS,1999,86.0,Need For Speed: High Stakes,2.31,85.0
2067,PS,1999,80.0,Final Fantasy Anthology,0.8,81.0
2068,PS,1998,79.0,Bomberman Party Edition,0.12,83.0
2069,PS,2000,84.0,Knockout Kings 2001,0.41,85.0
2070,PS,1998,82.0,Suikoden II,0.68,84.0
2071,PS,2000,85.0,FIFA 2001 Major League Soccer,0.32,78.0
2072,PS,1997,66.0,RPG Maker,0.5,82.0
2073,PS,1999,88.0,Crash Team Racing,4.79,90.0
2074,PS,2000,91.0,Spyro: Year of the Dragon,3.71,88.0
2075,PS,2001,76.0,MLB 2002,0.43,81.0
2076,PS,2000,61.0,007: The World is not Enough,0.92,67.0
2077,PS,2000,28.0,Mortal Kombat: Special Forces,0.21,24.0
2078,PS,1999,86.0,Silent Hill,1.6,92.0
2079,PS,2001,76.0,Toy Story Racer,0.15,87.0
2080,PS,2000,76.0,Mega Man X5,0.75,89.0
2081,PS,1998,93.0,Street Fighter Alpha 3,1.03,85.0
2082,PS,1997,83.0,Final Fantasy Tactics,2.45,82.0
2083,PS,1999,87.0,Driver,6.27,81.0
2084,PS,2000,86.0,Dino Crisis 2,1.21,90.0
2085,PS,2000,48.0,Army Men: Sarge's Heroes 2,0.24,73.0
2086,PS,1998,80.0,Star Ocean: The Second Story,1.1,85.0
2087,PS,1998,70.0,Grand Theft Auto 2,3.42,80.0
2088,PS,2001,74.0,Spider-Man 2: Enter: Electro,1.55,87.0
2089,PS,1998,63.0,Strikers 1945,0.12,82.0
2090,PS,2001,73.0,Syphon Filter 3,0.52,85.0
2091,PS,1998,94.0,Metal Gear Solid,6.03,94.0
2092,PS,1998,49.0,Clock Tower II: The Struggle Within,0.17,57.0
2093,PS,1997,83.0,Bushido Blade,1.16,79.0
2094,PS,2001,89.0,Final Fantasy Chronicles,0.52,91.0
2095,PS,1999,78.0,Need for Speed: Porsche Unleashed,0.77,85.0
2096,PS,2000,26.0,HBO Boxing,0.21,40.0
2097,PS2,2003,69.0,Kya: Dark Lineage,0.16,89.0
2098,PS2,2006,57.0,Dawn of Mana,0.43,68.0
2099,PS2,2002,66.0,Auto Modellista,0.39,75.0
2100,PS2,2002,46.0,The Powerpuff Girls: Relish Rampage,0.45,68.0
2101,PS2,2005,56.0,Colosseum: Road to Freedom,0.07,83.0
2102,PS2,2001,53.0,Portal Runner,0.13,67.0
2103,PS2,2009,64.0,Ghostbusters: The Video Game,0.43,87.0
2104,PS2,2008,52.0,Warriors Orochi 2,0.13,85.0
2105,PS2,2007,36.0,Fantastic Four: Rise of the Silver Surfer,0.39,64.0
2106,PS2,2003,70.0,Worms 3D,0.12,78.0
2107,PS2,2004,46.0,Catwoman,0.17,69.0
2108,PS2,2002,57.0,Endgame,0.08,68.0
2109,PS2,2001,71.0,Mobile Suit Gundam: Zeonic Front,0.43,88.0
2110,PS2,2006,66.0,NFL Head Coach,0.45,69.0
2111,PS2,2000,49.0,RC Revenge Pro,0.17,76.0
2112,PS2,2005,71.0,Stuart Little 3: Big Photo Adventure,0.08,77.0
2113,PS2,2005,52.0,187: Ride or Die,0.15,68.0
2114,PS2,2003,35.0,Fugitive Hunter: War on Terror,0.15,50.0
2115,PS2,2001,63.0,City Crisis,0.13,62.0
2116,PS2,2002,71.0,Ecco the Dolphin: Defender of the Future,0.14,85.0
2117,PS2,2003,68.0,Hunter: The Reckoning  Wayward,0.43,88.0
2118,PS2,2001,52.0,Star Trek: Voyager Elite Force,0.15,64.0
2119,PS2,2004,76.0,UEFA Euro 2004: Portugal,0.14,64.0
2120,PS2,2004,72.0,Samurai Warriors: Xtreme Legends,0.45,86.0
2121,PS2,2004,71.0,EyeToy: AntiGrav,0.43,78.0
2122,PS2,2007,60.0,Baroque,0.13,88.0
2123,PS2,2004,75.0,Crimson Sea 2,0.07,83.0
2124,PS2,2004,72.0,Sega Superstars,0.17,70.0
2125,PS2,2006,86.0,Shin Megami Tensei: Persona 3,0.45,84.0
2126,PS2,2004,74.0,Smash Court Tennis Pro Tournament 2,0.13,91.0
2127,PS2,2003,74.0,EverQuest Online Adventures,0.43,82.0
2128,PS2,2005,48.0,Beat Down: Fists of Vengeance,0.17,81.0
2129,PS2,2002,72.0,Disney Golf,0.17,83.0
2130,PS2,2002,67.0,The Operative: No One Lives Forever,0.14,80.0
2131,PS2,2006,68.0,Ice Age 2: The Meltdown,0.39,80.0
2132,PS2,2003,83.0,ESPN College Hoops,0.16,85.0
2133,PS2,2002,73.0,Sled Storm,0.45,77.0
2134,PS2,2003,79.0,Chessmaster,0.39,73.0
2135,PS2,2007,66.0,Juiced 2: Hot Import Nights,0.39,67.0
2136,PS2,2002,67.0,Blood Omen 2,0.39,88.0
2137,PS2,2002,65.0,Taz Wanted,0.16,87.0
2138,PS2,2004,68.0,World Tour Soccer 2005,0.16,90.0
2139,PS2,2004,68.0,Terminator 3: The Redemption,0.17,80.0
2140,PS2,2005,75.0,Area 51,0.45,84.0
2141,PS2,2005,60.0,Urban Reign,0.08,82.0
2142,PS2,2004,56.0,World Tour Soccer 2006,0.17,60.0
2143,PS2,2001,71.0,Star Wars: Super Bombad Racing,0.16,49.0
2144,PS2,2004,75.0,NHL 2005,0.45,83.0
2145,PS2,2000,62.0,Kengo: Master of Bushido,0.39,84.0
2146,PS2,2001,39.0,Army Men: Green Rogue,0.13,38.0
2147,PS2,2002,72.0,Pirates: The Legend of Black Kat,0.14,79.0
2148,PS2,2004,68.0,Gungrave: Overdose,0.14,87.0
2149,PS2,2002,73.0,NFL Blitz 20-03,0.44,86.0
2150,PS2,2002,74.0,Magic Pengel: The Quest for Color,0.07,75.0
2151,PS2,2003,64.0,"Warhammer 40,000: Fire Warrior",0.15,83.0
2152,PS2,2001,38.0,Driven,0.15,34.0
2153,PS2,2002,58.0,The Terminator: Dawn of Fate,0.41,57.0
2154,PS2,2004,76.0,Second Sight,0.14,80.0
2155,PS2,2005,58.0,Drakengard 2,0.13,55.0
2156,PS2,2004,57.0,Destruction Derby Arenas,0.13,78.0
2157,PS2,2006,63.0,Stacked with Daniel Negreanu,0.07,53.0
2158,PS2,2001,75.0,Armored Core 2: Another Age,0.41,88.0
2159,PS2,2004,65.0,Serious Sam: Next Encounter,0.07,78.0
2160,PS2,2005,72.0,In The Groove,0.07,90.0
2161,PS2,2006,52.0,X-Men: The Official Game,0.41,75.0
2162,PS2,2002,27.0,Godai: Elemental Force,0.07,38.0
2163,PS2,2004,47.0,American Chopper,0.42,75.0
2164,PS2,2005,50.0,"Ed, Edd n Eddy: The Mis-Edventures",0.41,76.0
2165,PS2,2001,59.0,Disney's Tarzan Untamed,0.41,71.0
2166,PS2,2004,81.0,Phantom Brave,0.14,79.0
2167,PS2,2005,77.0,Ape Escape 3,0.13,85.0
2168,PS2,2002,64.0,Superman: Shadow of Apokolips,0.42,72.0
2169,PS2,2003,66.0,Battlestar Galactica,0.16,68.0
2170,PS2,2003,51.0,Bionicle,0.43,36.0
2171,PS2,2005,69.0,From Russia With Love,0.41,76.0
2172,PS2,2007,77.0,Arcana Heart,0.16,81.0
2173,PS2,2003,55.0,Hot Wheels World Race,0.42,77.0
2174,PS2,2002,50.0,Minority Report: Everybody Runs,0.41,50.0
2175,PS2,2005,75.0,Naruto: Ultimate Ninja 3,0.44,87.0
2176,PS2,2004,73.0,Kessen III,0.07,81.0
2177,PS2,2003,59.0,Futurama,0.07,66.0
2178,PS2,2002,54.0,BMX XXX,0.15,46.0
2179,PS2,2004,59.0,King Arthur,0.13,80.0
2180,PS2,2002,75.0,BloodRayne,0.42,85.0
2181,PS2,2007,70.0,Thrillville: Off the Rails,0.42,17.0
2182,PS2,2005,70.0,Castlevania: Curse of Darkness,0.42,75.0
2183,PS2,2007,69.0,Romance of the Three Kingdoms XI,0.07,84.0
2184,PS2,2004,54.0,Shaman King: Power of Spirit,0.13,82.0
2185,PS2,2005,68.0,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.43,84.0
2186,PS2,2005,70.0,Enthusia Professional Racing,0.15,76.0
2187,PS2,2007,54.0,Pirates of the Caribbean: At World's End,0.42,70.0
2188,PS2,2005,76.0,Shadow Hearts: From The New World,0.14,82.0
2189,PS2,2005,48.0,Digimon World 4,0.15,69.0
2190,PS2,2001,74.0,Fatal Frame,0.14,89.0
2191,PS2,2001,58.0,Casper: Spirit Dimensions,0.14,35.0
2192,PS2,2003,73.0,Primal,0.43,86.0
2193,PS2,2004,48.0,The Guy Game,0.13,67.0
2194,PS2,2004,49.0,Get On Da Mic,0.15,63.0
2195,PS2,2005,69.0,Wild ARMs 4,0.14,73.0
2196,PS2,2001,36.0,Paris-Dakar Rally,0.15,39.0
2197,PS2,2008,67.0,MLB Power Pros 2008,0.15,85.0
2198,PS2,2004,77.0,The Suffering,0.42,89.0
2199,PS2,2009,50.0,G.I. Joe: The Rise of Cobra,0.14,23.0
2200,PS2,2003,82.0,Zone of the Enders: The 2nd Runner,0.41,89.0
2201,PS2,2003,65.0,NFL GameDay 2004,0.41,87.0
2202,PS2,2008,84.0,MLB 08: The Show,0.42,73.0
2203,PS2,2007,70.0,Crash of the Titans,0.41,59.0
2204,PS2,2001,77.0,MTV Music Generator 2,0.15,85.0
2205,PS2,2004,74.0,Atelier Iris: Eternal Mana,0.15,77.0
2206,PS2,2001,77.0,World Tour Soccer 2002,0.14,75.0
2207,PS2,0,69.0,eJay Clubworld,0.15,86.0
2208,PS2,2007,37.0,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,0.07,59.0
2209,PS2,2001,64.0,Fur Fighters: Viggo's Revenge,0.14,73.0
2210,PS2,2006,54.0,The Da Vinci Code,0.14,80.0
2211,PS2,2004,64.0,Van Helsing,0.44,85.0
2212,PS2,2002,78.0,The Thing,0.44,74.0
2213,PS2,2004,47.0,Teenage Mutant Ninja Turtles 2: Battle Nexus,0.44,78.0
2214,PS2,2008,70.0,Silent Hill: Origins,0.07,74.0
2215,PS2,2001,65.0,Vampire Night,0.14,80.0
2216,PS2,2004,78.0,Shin Megami Tensei: Digital Devil Saga,0.13,82.0
2217,PS2,2003,83.0,Wakeboarding Unleashed Featuring Shaun Murray,0.16,90.0
2218,PS2,2002,68.0,Shadow Man: 2econd Coming,0.16,76.0
2219,PS2,2003,81.0,Fatal Frame II: Crimson Butterfly,0.16,92.0
2220,PS2,2000,81.0,TimeSplitters,0.43,80.0
2221,PS2,2003,62.0,Alter Echo,0.13,70.0
2222,PS2,2003,73.0,I-Ninja,0.4,83.0
2223,PS2,2004,51.0,InuYasha: The Secret of the Cursed Mask,0.43,81.0
2224,PS2,0,34.0,McFarlane's Evil Prophecy,0.07,32.0
2225,PS2,0,76.0,Harvest Moon: Save the Homeland,0.4,88.0
2226,PS2,2002,78.0,World Tour Soccer 2003,0.14,83.0
2227,PS2,2001,83.0,F1 2001,0.15,83.0
2228,PS2,2005,72.0,Ys: The Ark of Napishtim,0.13,88.0
2229,PS2,2004,64.0,Wrath Unleashed,0.07,60.0
2230,PS2,2005,46.0,SEGA Classics Collection,0.43,67.0
2231,PS2,2005,71.0,Suzuki TT Superbikes,0.4,85.0
2232,PS2,2008,65.0,Eternal Poison,0.14,82.0
2233,PS2,2008,79.0,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,0.13,87.0
2234,PS2,2004,66.0,Rumble Roses,0.39,85.0
2235,PS2,2006,70.0,Major League Baseball 2K6,0.44,52.0
2236,PS2,2003,48.0,"Crouching Tiger, Hidden Dragon",0.13,37.0
2237,PS2,2005,81.0,MLB 2006,0.4,90.0
2238,PS2,2003,56.0,Spawn: Armageddon,0.44,74.0
2239,PS2,2003,78.0,All-Star Baseball 2004,0.42,75.0
2240,PS2,2004,32.0,Trigger Man,0.16,48.0
2241,PS2,2007,33.0,Alvin and the Chipmunks,0.07,45.0
2242,PS2,2002,71.0,P.T.O. IV: Pacific Theater of Operations,0.08,66.0
2243,PS2,2002,50.0,Galerians: Ash,0.07,79.0
2244,PS2,2001,44.0,Jonny Moseley Mad Trix,0.14,57.0
2245,PS2,2003,66.0,Whiplash,0.13,87.0
2246,PS2,2003,64.0,Dog's Life,0.42,31.0
2247,PS2,2006,73.0,FlatOut 2,0.16,75.0
2248,PS2,2002,73.0,Defender,0.4,78.0
2249,PS2,2005,83.0,Indigo Prophecy,0.15,78.0
2250,PS2,2005,59.0,Gauntlet: Seven Sorrows,0.4,57.0
2251,PS2,2002,64.0,Aero Elite: Combat Academy,0.07,70.0
2252,PS2,2005,67.0,Haunting Ground,0.07,88.0
2253,PS2,2004,75.0,Stella Deus: The Gate of Eternity,0.08,80.0
2254,PS2,2008,67.0,The Chronicles of Narnia: Prince Caspian,0.4,70.0
2255,PS2,2002,49.0,Salt Lake 2002,0.14,35.0
2256,PS2,2005,81.0,NHL 2K6,0.42,58.0
2257,PS2,2006,39.0,25 to Life,0.42,49.0
2258,PS2,2001,67.0,PaRappa The Rapper 2,0.14,66.0
2259,PS2,2001,61.0,18 Wheeler: American Pro Trucker,0.4,57.0
2260,PS2,2004,66.0,Atari Anthology,0.4,43.0
2261,PS2,2005,64.0,Musashi: Samurai Legend,0.15,89.0
2262,PS2,2005,80.0,Battlefield 2: Modern Combat,0.44,85.0
2263,PS2,2003,74.0,Romance of the Three Kingdoms IX,0.07,89.0
2264,PS2,2007,54.0,The Legend of Spyro: The Eternal Night,0.42,54.0
2265,PS2,2004,79.0,MTV Music Generator 3: This Is the Remix,0.14,86.0
2266,PS2,2002,65.0,RPG Maker II,0.13,88.0
2267,PS2,2005,52.0,InuYasha: Feudal Combat,0.27,83.0
2268,PS2,2003,82.0,Shin Megami Tensei: Nocturne,0.38,87.0
2269,PS2,2006,68.0,The Sims 2: Pets,0.3,80.0
2270,PS2,2005,74.0,Full Spectrum Warrior,0.3,80.0
2271,PS2,2004,55.0,Showdown: Legends of Wrestling,0.3,61.0
2272,PS2,2005,67.0,Top Spin,0.1,78.0
2273,PS2,0,73.0,Tribes: Aerial Assault,0.23,88.0
2274,PS2,2000,62.0,Eternal Ring,0.3,53.0
2275,PS2,2003,73.0,Pride FC: Fighting Championships,0.3,86.0
2276,PS2,2002,24.0,Gravity Games Bike: Street Vert Dirt,0.1,41.0
2277,PS2,2001,70.0,Airblade,0.23,58.0
2278,PS2,2005,74.0,Genji: Dawn of the Samurai,0.23,83.0
2279,PS2,2003,55.0,The Italian Job,0.23,63.0
2280,PS2,2000,90.0,Rayman 2: Revolution,0.3,82.0
2281,PS2,2003,67.0,Freestyle Metal X,0.09,83.0
2282,PS2,2001,53.0,Dark Angel: Vampire Apocalypse,0.09,56.0
2283,PS2,2002,77.0,Romance of the Three Kingdoms VIII,0.3,89.0
2284,PS2,2006,87.0,Final Fantasy XI: Treasures of Aht Urhgan,0.23,71.0
2285,PS2,2006,62.0,24: The Game,0.3,82.0
2286,PS2,2005,61.0,Neopets: The Darkest Faerie,0.3,85.0
2287,PS2,2003,58.0,BlowOut,0.23,62.0
2288,PS2,2003,70.0,F1 Career Challenge,0.1,77.0
2289,PS2,2003,90.0,ESPN NHL Hockey,0.23,70.0
2290,PS2,2004,77.0,MLB SlugFest Loaded,0.3,95.0
2291,PS2,2002,47.0,The Scorpion King: Rise of the Akkadian,0.23,72.0
2292,PS2,2005,76.0,Heroes of the Pacific,0.29,84.0
2293,PS2,2005,58.0,Ford Mustang: The Legend Lives,0.29,73.0
2294,PS2,2004,68.0,Mega Man X8,0.29,85.0
2295,PS2,2002,83.0,NCAA College Basketball 2K3,0.24,80.0
2296,PS2,2005,51.0,Death By Degrees,0.1,62.0
2297,PS2,2003,72.0,Bujingai: The Forsaken City,0.1,75.0
2298,PS2,2003,46.0,My Street,0.24,39.0
2299,PS2,2002,71.0,G1 Jockey 3,0.1,90.0
2300,PS2,2004,85.0,Shadow Hearts: Covenant,0.24,91.0
2301,PS2,2003,65.0,Chaos Legion,0.3,82.0
2302,PS2,2002,78.0,Dropship: United Peace Force,0.1,86.0
2303,PS2,2007,56.0,NASCAR 08,0.24,82.0
2304,PS2,2000,66.0,WinBack: Covert Operations,0.29,77.0
2305,PS2,2005,71.0,Rugby 2005,0.09,86.0
2306,PS2,2004,76.0,Karaoke Revolution Volume 2,0.23,70.0
2307,PS2,2005,54.0,Frogger: Ancient Shadow,0.1,40.0
2308,PS2,2002,71.0,Grandia II,0.29,86.0
2309,PS2,2005,69.0,Gallop Racer 2006,0.1,83.0
2310,PS2,2004,73.0,Test Drive: Eve of Destruction,0.23,91.0
2311,PS2,2001,35.0,Jeremy McGrath Supercross World,0.23,34.0
2312,PS2,2001,84.0,Escape From Monkey Island,0.1,82.0
2313,PS2,2002,57.0,E·O·E: Eve of Extinction,0.1,72.0
2314,PS2,2003,73.0,NFL Blitz Pro,0.23,85.0
2315,PS2,2002,62.0,NBA ShootOut 2003,0.23,59.0
2316,PS2,2004,76.0,The Bard's Tale,0.21,86.0
2317,PS2,0,56.0,Yu Yu Hakusho: Dark Tournament,0.21,85.0
2318,PS2,2002,47.0,Conflict Zone,0.21,74.0
2319,PS2,2005,73.0,Real World Golf,0.11,63.0
2320,PS2,2003,78.0,Dynasty Tactics 2,0.11,91.0
2321,PS2,2005,58.0,Constantine,0.11,74.0
2322,PS2,2004,71.0,Dynasty Warriors 4 Empires,0.32,88.0
2323,PS2,2009,87.0,DJ Hero,0.32,64.0
2324,PS2,2002,52.0,"Monsters, Inc.",0.32,72.0
2325,PS2,2005,60.0,World Poker Tour,0.21,86.0
2326,PS2,2004,65.0,Neo Contra,0.21,71.0
2327,PS2,2000,72.0,Romance of the Three Kingdoms VII,0.32,87.0
2328,PS2,2001,70.0,Wizardry: Tale of the Forsaken Land,0.09,75.0
2329,PS2,2005,70.0,Killer7,0.09,81.0
2330,PS2,0,72.0,All-Star Baseball 2005,0.32,86.0
2331,PS2,2004,85.0,Viewtiful Joe 2,0.21,77.0
2332,PS2,2004,54.0,Astro Boy,0.09,69.0
2333,PS2,2001,84.0,Quake III: Revolution,0.21,72.0
2334,PS2,2003,78.0,Disney's Extreme Skate Adventure,0.32,83.0
2335,PS2,2002,66.0,Disaster Report,0.21,80.0
